pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection	cell_line	time_point	gene_type
GOBP_MRNA_PROCESSING	0.00122863754050152	0.0362491643155058	0.45505986738723	0.317156676568867	1.48487202704065	437	Esrp1, Ccdc130, Upf3a, Snrnp48, Dhx40, Apobec1, Sltm, Gemin2, Pus7l, Trmt10c, Prpf38b, Smndc1, Mettl16, Sf1, Fip1l1, Smn1, Trmt6, Pcf11, Ern1, Zpr1, Thoc1, Trmt61a, Cstf3, Kat8, Cwc27, Rbm39, Prkrip1, Ptcd2, Rnpc3, Ptbp2, Rbfox1, Srsf10, Papolb, Elavl4, Fam50a, Rbm48, Mettl3, Rbm7, Larp7, Syf2, Tra2b, Dhx15, Thoc5, Prpf3, Zcrb1, Mtpap, Srsf6, U2af1, Cdk11b, Usp39, Pan2, Wbp4, Cmtr2, Rbm17, Bud31, Rbm22, Thumpd2, Dcps, Angel2, Xrn2, Ddx1, Dbr1, Luc7l2, Slu7, Mettl14, Ncl, Plrg1, Thoc6, Zc3h14, Tssc4, Npm1, Srsf1, Aff2, Tsen54, Ythdc1, Ddx20, Cpsf4, Pde12, Sart1, Ik, Dhx36, Ppp4r2, Sf3a3, Prpf39, Fastkd5, Luc7l3, Trmt2a, Tra2a, Upf3b, Cwc22, Pnpt1, Htatsf1, Leo1, Scnm1, Rbm10, Nsun2, Strap, Trub2, Hnrnph3, Ccdc84, Grsf1, Snw1, Ppil3, Rbm25, Alyref, Magohb, Tbrg4, Nrde2, Safb, C1qbp, Myg1, Fra10ac1, Prpf6, Tcerg1, Exosc10, Armc7, Mfap1a, Scaf11, Cdc73, Cdc5l, Prpf19, Ssu72, Rnmt, Pus1, Cwc15, Pus7, Smu1, Hnrnpf, Ppil1, Txnl4b, Gemin5, Rpusd2, Wtap, Ncbp1, Ppp1r8, Cwf19l2, Mbnl1, Srek1, Srsf4, Ppie, Luc7l, Srsf11, Srrm4, Rpusd4, Gcfc2, Zfp326, Nup98, Pan3, Prpf4b, Cpeb1, Tsen15, Pnn, Gemin8, Rbmx2, Zrsr2, Prmt7, Nova1, Crnkl1, Ddx5, Ilf3, Cpsf7, Bcas2, Ddx39b, Cdk13, Srsf12, Cir1, Syncrip, Rrp1b, Brdt, Prpf38a, Snrpa1, Sugp1, Iws1, Prpf40a, Paxbp1, Gemin6, Wdr77, Zranb2, Cwf19l1	Activated	GO_BP	aTC1	6h	all
GOBP_NADH_METABOLIC_PROCESS	1.43347136415402e-06	0.000165645579857798	0.643551836150722	-0.669909406620957	-2.28316410795335	35	Pgam1, Pfkl, Pgk1, Eno1, Tpi1, Pfkp, Eno2, Gpi1, Hk1, Slc25a13, Nudt17, Me1, Hk2, Pkm, Pcx, Ogdh, Slc25a11, Pfkm, Mdh1, Nudt13, Gpd2, Mdh2, Nudt12	Suppressed	GO_BP	aTC1	6h	all
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	0.000256016601519942	0.0109796810548759	0.49849310876659	-0.743736416610849	-1.98864107925075	14	Heg1, Bnip3, Ier3, Slc25a4, Hk2, Nol3	Suppressed	GO_BP	aTC1	6h	all
GOBP_NERVE_DEVELOPMENT	0.000198080495499529	0.00886037485245204	0.518848077743792	-0.516675840662454	-1.94101788300132	54	Nptx1, Mafb, Nrtn, Dag1, Rnf165, Sulf2, Hoxb3, Naglu, Nrp2, Slitrk6, Ngfr, Nav2, Ednra, Nrp1, Ephb1, Hoxa3, B4galnt1, Tcirg1, Six1, Chrnb2, Nkx2-2, Cited2, Ece1, Dicer1, Epha4, Erbb3, Plxna1, Chd7, Isl1	Suppressed	GO_BP	aTC1	6h	all
GOBP_NEURON_PROJECTION_EXTENSION	0.000842756896736882	0.0267623564154613	0.477270815362862	-0.385880596113676	-1.65721605269217	122	Nrn1, Sema6c, Slitrk1, Mt3, Nlgn3, D130043K22Rik, Ulk1, Nrn1l, Syt2, Olfm1, Prkcz, Tnr, Ntn1, Nrp2, Unc13a, Shtn1, Megf8, Ednra, Ddr1, Bcl11a, Nrp1, Sema6d, Vcl, Clstn3, Abl1, Syt3, Hdac6, Cacng7, Anapc2, Gdi1, Ndn, Flrt1	Suppressed	GO_BP	aTC1	6h	all
GOBP_NEURON_PROJECTION_GUIDANCE	0.000190742720976038	0.00868614687526556	0.518848077743792	-0.375317908102795	-1.66200448356628	153	Cntn2, Sema4g, Sema6c, Lhx1, Nova2, Unc5a, Dag1, Cdk5r2, Hoxa2, B4gat1, Tubb3, Rnf165, Efnb1, Tnr, Pcdhac2, D630003M21Rik, Bsg, Ntn1, Nrp2, Scn1b, Ngfr, Nptn, Megf8, Sema6b, Ednra, Dpysl5, Lgi1, Nrp1, Sema6d, Sema4b, Sema4c, Ephb1, Robo2, Nell2, Hdac6, Arx, Matn2, Kifc2, Vasp, Vangl2, Epha10, Ptch1, Kif5a, Sema4f, Igsf9, Myh10, Gli2, Arhgef40, Cyfip1, Sema5a, Ece1, Nrxn3, Ncam1, Epha4, Plxna1, Ablim1, Lhx2, Isl1, Cntn1, Sema4d, Adam17, Lypla2, Ntn4, Fzd3, Evl, Sema3e, Robo1	Suppressed	GO_BP	aTC1	6h	all
GOBP_NEURON_RECOGNITION	0.00127217498982027	0.0372693518144531	0.45505986738723	-0.557662130751312	-1.87547525167435	33	Cntn2, Bsg, Nptn, Megf8, Nrp1, Plxnd1, Robo2, Casp3, Crtac1, Ndn, Igsf9, Sema5a, Epha4, Cntnap2, Robo1, Rtn4, Ephb2, Gap43, Emb, Ywhaz	Suppressed	GO_BP	aTC1	6h	all
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	0.000142919216158203	0.00675618112747869	0.518848077743792	-0.462365787056697	-1.88902036282066	88	Pgam1, Aldoc, Ier3, Pfkfb3, Pfkl, Col6a1, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Eno2, Gpi1, Hk1, Hk2, Pkm, Entpd5, Aldoa, Ogdh, Ucp2, Pfkm, Gapdh, Ogt, Uchl1, Fkrp, Rptor, Hdac4, Mfsd8, Ogdhl, Igf1	Suppressed	GO_BP	aTC1	6h	all
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	8.22008843380818e-05	0.00432855289679013	0.538434096309916	-0.438868257143356	-1.85779042379233	112	Ak4, Pgam1, Aldoc, Ier3, Pfkfb3, Nudt7, Pfkl, Col6a1, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Eno2, Gpi1, Hk1, Hk2, Pkm, Entpd5, Aldoa, Ogdh, Ucp2, Pfkm, Gapdh, Ogt, Ak1, Uchl1, Fkrp, Rptor, Hdac4, Mfsd8, Ogdhl, Igf1	Suppressed	GO_BP	aTC1	6h	all
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	2.47021804330217e-06	0.000250636757564318	0.627256739718528	-0.432942344944446	-1.90764442170823	149	Ampd3, Pgam1, Aldoc, Ier3, Xdh, Pfkfb3, Nudt7, Pfkl, Col6a1, Tymp, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Cnp, Eno2, Gpi1, Hk1, Nudt17, Upp2, Hk2, Sarm1, Pkm, Upp1, Entpd5, Aldoa, Ogdh, Ucp2, Pfkm, Nudt16, Mgat1, Gapdh, Ogt, Nudt11, Uchl1, Dera, Abcd1, Nudt15, Fkrp, Rptor, Nudt10, Hdac4, Mfsd8, Ogdhl, Igf1, Nudt13	Suppressed	GO_BP	aTC1	6h	all
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	1.5745930859056e-07	2.72929468223637e-05	0.690132458796796	-0.521873861829319	-2.16918906321607	99	Ak4, Tmsb4x, Eno1, Slc25a13, Atp5k, Atp5e, Ndufa3, Ndufa1, Aldoa, Ndufb3, Ndufb7, Sdhd, Ndufv3, Ak1, Atp5g3, Sdhc, Ndufc1, Atp5d, Atp5l, Ndufb6, Ndufb2, Ndufb8, Atp5h, Ndufa12, Ndufc2, Ndufs7, Cad, Atpif1, Atp5g2, Atp5j2, Nme3, Atp5j, Ndufa11, Ndufa6, Ndufa13, Ndufa7, Pid1, Ndufs6, Atp5g1, Fam3a, Ndufb11, Ndufa2, Ndufb5, Ndufa5, Atp5o, Ndufs2, Atp5a1, Nme4, Atp5b, Ndufa8	Suppressed	GO_BP	aTC1	6h	all
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	3.3165786701571e-08	8.62310454240845e-06	0.719512826338911	-0.421277802806401	-1.95466056366899	220	Ak4, Pgam1, Aldoc, Hspa8, Ier3, Pfkfb3, Hspa1b, Pfkl, Col6a1, Tmsb4x, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Eno2, Gpi1, Hk1, Slc25a13, Atp5k, Atp5e, Atp1b1, Hk2, Pkm, Ndufa3, Ndufa1, Aldoa, Ogdh, Ucp2, Pfkm, Ndufb3, Nudt16, Tspo, Ndufb7, Sdhd, Gapdh, Ogt, Ndufv3, Ak1, Uchl1, Atp5g3, Sdhc, Ndufc1, Nudt15, Atp5d, Fkrp, Rptor, Atp5l, Hdac4, Mfsd8, Ogdhl, Atp6v1a, Ndufb6, Igf1, Ndufb2, Ndufb8, Atp5h, Ndufa12, Ndufc2, Ndufs7, Cad, Atpif1, Atp5g2, Atp5j2, Nme3, Atp5j, Ndufa11, Dctpp1, Ndufa6, Ndufa13, Ndufa7, Pid1, Ndufs6, Atp5g1, Prkaca, Fam3a, Ndufb11, Ndufa2, Ndufb5, Ndufa5, Atp5o, Ndufs2, Fis1, Atp5a1, Nme4, Jmjd8, Lrrk2, Bpgm, Atp5b, Ndufa8	Suppressed	GO_BP	aTC1	6h	all
GOBP_NUCLEOTIDE_METABOLIC_PROCESS	5.29254046763992e-07	7.86320298049359e-05	0.659444398037935	-0.339818551000307	-1.66854245272654	370	Ak4, Ampd3, Pgam1, Aldoc, Hspa8, Ier3, Xdh, Pfkfb3, Hspa1b, Pfkl, Col6a1, Guca1a, Tymp, Tmsb4x, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Cnp, H6pd, Eno2, Ldhb, Gpi1, Hk1, Slc25a13, Gmpr, Atp5k, Atp5e, Nudt17, Nmrk1, Atp1b1, Upp2, Me1, Abhd14b, Hk2, Sarm1, Pkm, Ndufa3, Upp1, Entpd5, Pcx, Ndufa1, Aldoa, Ogdh, Slc25a11, Ucp2, Pfkm, Pfas, Ndufb3, Nudt16, Tspo, Ndufb7, Sdhd, Idh2, Gapdh, Ogt, G6pdx, Nudt11, Ndufv3, Ak1, Uchl1, Pgd, Atp5g3, Sdhc, Dera, Ndufc1, Nudt15, Atp5d, Fkrp, Rptor, Nudt10, Atp5l, Mdh1, Adcy6, Hdac4, Mfsd8, Ogdhl, Atp6v1a, Ndufb6, Igf1, Nudt13, Gpd2, Ndufb2, Ndufb8, Prps2, Atp5h, Rora, Ndufa12, Ndufc2, Mdh2, Ndufs7, Adssl1, Cad, Nudt12, Atpif1, Atp5g2, Dcxr, Atp5j2, Nme3, Atp5j, Ndufa11, Dctpp1, Papss2, Ndufa6, Ndufa13, Ndufa7, Pid1, Tpst2, Hprt, Ndufs6, Atp5g1, Acacb, Prkaca, Park7, Fam3a, Ndufb11, Ndufa2, Acmsd, Ndufb5, Aprt, Bpnt1, Ndufa5, Neil2	Suppressed	GO_BP	aTC1	6h	all
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	3.8569480122744e-05	0.00240161262056337	0.557332238758646	-0.380440635815297	-1.70802160557201	170	Slc16a3, Nos3, Ppard, Nos1, Nudt7, Sardh, Cpt2, Acads, Abat, Ldha, Ivd, Carns1, Ldhd, Arg1, Aldh4a1, Tst, Abcb11, Crat, Npl, Akt1, Aldh5a1, Acadvl, Abcd4, Glul, Atp2b4, Acox3, Abcd1, Crot, Slc25a17, Hykk, Slc27a4, Hadh, Ppm1k, Akt2, Mthfs, Gnpda1, Faah, Abcd2, Gldc, Hal, Acadl, Echdc1, Dcxr, Acat1, Irs1, Mpst, Pla2g15, Ech1, Hadha, Mcee, Nudt8, Acacb, Decr2, Acmsd, Pon3, Irs2, Dlat, Acox1, Eci2, Acaa1a, Etfdh, Hadhb, Acad10	Suppressed	GO_BP	aTC1	6h	all
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	1.37658517954218e-06	0.000163616981339871	0.643551836150722	-0.401069795922777	-1.825124733327	188	Ampd3, Pgam1, Aldoc, Ier3, Xdh, Pfkfb3, Nudt7, Pfkl, Col6a1, Tymp, Pla2g7, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Smpdl3b, Cnp, Eno2, Gpi1, Hk1, Nudt17, Upp2, Smpd1, Hk2, Sarm1, Napepld, Pkm, Upp1, Entpd5, Aldoa, Ogdh, Ucp2, Pfkm, Nudt16, Mgat1, Gapdh, Ogt, Nudt11, Uchl1, Smpd3, Pdxp, Pnpla6, Galm, Dera, Abcd1, Nudt15, Fkrp, Rptor, Nudt10, Hdac4, Mfsd8, Ogdhl, Plbd2, Igf1, Nudt13	Suppressed	GO_BP	aTC1	6h	all
GOBP_OXIDATIVE_PHOSPHORYLATION	1.26224549054604e-06	0.000154439448255044	0.643551836150722	-0.474420584714728	-2.02947827685974	116	Ak4, Ndufa4, Uqcrh, Mlxipl, Uqcr11, Slc25a23, Atp5k, Atp5e, Ndufa3, Ndufa1, Cox6b1, Ndufb3, Cox7a2, Cox7a1, Ndufb7, Sdhd, Cox6a1, Ndufv3, Sdhc, Abcd1, Ndufc1, Atp5d, Uqcrfs1, Chchd2, Uqcrb, Cox7c, Atp5l, Cox8a, Ndufb6, Cdk1, Cox6c, Ndufb2, Ndufb8, Atp5h, Ndufa12, Ndufc2, Ndufs7, Cox7b, Atpif1, Atp5j2, Uqcr10, Atp5j, Ndufa11, Ndufa6, Ndufa13, Ndufa7, Ndufaf1, Ndufs6, Park7, Ndufb11, Ndufa2, Ndufb5, Ndufa5, Ppif, Uqcc2, Atp5o, Ndufs2, Cox4i1, Cox5b, Atp5a1, Cycs, Atp5b, Ndufa8, Atp7a, Uqcrq, Cox5a, Coa6	Suppressed	GO_BP	aTC1	6h	all
GOBP_O_GLYCAN_PROCESSING	0.00102198636157265	0.0310451923803986	0.45505986738723	-0.643071069880505	-1.94185334883016	22	B3gnt3, St3gal2, St6gal1, Pomgnt1, Xxylt1, St3gal4, St3gal1, B4galt5, Galnt11, Galnt9, Galnt4, Galnt2, St6galnac4, Galnt1	Suppressed	GO_BP	aTC1	6h	all
GOBP_PEPTIDE_TRANSPORT	8.19330439940995e-05	0.00432855289679013	0.538434096309916	-0.375611104210399	-1.69582250293873	176	Gpr119, Gper1, Ghsr, G6pc2, Ppard, Cplx1, Pfkl, Ffar4, Casr, Abat, Gcg, Mlxipl, Dynll1, Gnaz, Cartpt, Vgf, Kcna5, Nlgn2, Midn, Chga, Rfx6, Ucp2, Pfkm, Ano1, Slc9a3r1, Tap1, Kcnb1, Adcyap1, Sox4, Smpd3, Kcnk16, Rasl10b, Hadh, Tardbp, Ptprn, Tcirg1, Rph3al, Gnas, Cpe, Tcf7l2, Gprc6a, Slc25a39, Zbed6, Abcc8, Sidt2, Oxct1, Trpm5, Syt7, Ptprn2, Sirt4, Slc8b1, Irs1, Prkaca, Park7, Rab11b, Fam3a, Irs2, Sri, Stx1a, Neurod1, Phpt1, Uqcc2, Chd7, Abcb9, Hfe, Isl1, Abcc5, Srebf1, Foxa2, Rbp4, Abcc1, Abca1, Foxo1, Cdk16, Gpr68, Slc16a10, Rbm4, Mpc2	Suppressed	GO_BP	aTC1	6h	all
GOBP_PLASMINOGEN_ACTIVATION	0.000839052981106859	0.0267623564154613	0.477270815362862	-0.752089038375888	-1.9123064264357	12	Thbs1, Pgk1, Eno1, Serpine1, Plat, S100a10, Anxa2	Suppressed	GO_BP	aTC1	6h	all
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	8.17076481835658e-05	0.00432855289679013	0.538434096309916	-0.498266592748668	-1.98049542116038	72	Lrtm2, Lrrc4b, Slitrk1, Nlgn3, Lingo4, Iqsec2, Sdc4, Amigo2, Ntrk2, S100a10, Smad3, Asic2, Slitrk6, Nlgn2, Clstn1, Nrp1, Lrrn3, Cfl1, Lrrc24, Clstn3, Abl1, Ephb1	Suppressed	GO_BP	aTC1	6h	all
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	0.000800774352445525	0.0260251664544796	0.477270815362862	0.693019223350981	1.96600076572527	21	P2rx7, Myc, Zc3h8, Cd274, Bbc3, Nr4a3, Sirt1, Adam8, Wnt5a	Activated	GO_BP	aTC1	6h	all
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	0.00176307823550562	0.0488960363980224	0.45505986738723	0.768113159024534	1.9161281942976	13	P2rx7, Myc, Zc3h8, Cd274, Bbc3, Adam8, Wnt5a	Activated	GO_BP	aTC1	6h	all
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	3.46938022001733e-05	0.00222040334081109	0.557332238758646	-0.578051982715173	-2.06206948645957	43	Lrtm2, Lrrc4b, Slitrk1, Nlgn3, Lingo4, Iqsec2, Amigo2, Ntrk2, Asic2, Slitrk6, Nlgn2, Clstn1, Lrrn3, Lrrc24, Clstn3, Ephb1, Agrn, Flrt1, Slitrk2	Suppressed	GO_BP	aTC1	6h	all
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.000263171653891468	0.0111713681651888	0.49849310876659	-0.712158846848626	-1.99649711729144	17	Nlgn3, Iqsec2, Ptk2b, Tnr, Nlgn2, Tshz3, Hdac6, Cacng7, Shank3, Grin1, Cacng8, Adora2a	Suppressed	GO_BP	aTC1	6h	all
GOBP_PRESYNAPSE_ASSEMBLY	0.000455433328629351	0.0173816756614505	0.49849310876659	-0.597626826885433	-1.91895306839742	28	Lrrc4b, Slitrk1, Nlgn3, Mdga1, Lrfn3, Nlgn2, Pcdh17, Clstn3, Lrfn5, Bsn, Slitrk2	Suppressed	GO_BP	aTC1	6h	all
GOBP_PRESYNAPSE_ORGANIZATION	0.000740980411391285	0.0242714843416358	0.477270815362862	-0.558892199638409	-1.9412158025216	37	Lrrc4b, Slitrk1, Nlgn3, Pfn2, Mdga1, Lrfn3, Nlgn2, Pcdh17, Clstn3, Pls3, Snapin, Lrfn5, Bsn, Slitrk2	Suppressed	GO_BP	aTC1	6h	all
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	0.000677401878494212	0.0229105025572026	0.477270815362862	-0.683005185590933	-1.97136365578651	19	Nrn1, Bace1, Pfn2, Nrxn2, Ngfr, Hip1, Ywhah	Suppressed	GO_BP	aTC1	6h	all
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	0.000312011684700643	0.0129796860835467	0.49849310876659	0.613108676854063	1.99379360900527	40	Derl3, Herpud1, Hsp90b1, Rhbdd1, Sel1l, Derl1, Syvn1, Derl2, Ube2g2, Surf4, Insig1, Edem1, Lman1, H13, Spata5l1, Sec61b, Aup1, Erlec1, Ube2j1, Sec16a	Activated	GO_BP	aTC1	6h	all
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	1.47631189311235e-06	0.000165985337171551	0.643551836150722	-0.560259304960094	-2.19104420127123	67	Plod2, Tet1, Tet2, B3gnt3, St3gal2, B4gat1, St6gal1, Plod1, Pomgnt1, Xxylt1, Galnt18, St3gal4, Tmtc1, St3gal1, B4galt5, Ogt, Galnt11, Galnt9, Galnt4, Galnt2, Fut10, Fkrp, Fut11, Pomgnt2, Pomk, Dpm3, Pomt2, Trak1, Tmtc4, St6galnac4, Galnt1	Suppressed	GO_BP	aTC1	6h	all
GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS	8.34221180757637e-05	0.00433795013993971	0.538434096309916	-0.791236855126874	-2.06897029821762	13	Ids, Gusb, Hpse, Gpc1, Naglu, Adamts4, Hgsnat	Suppressed	GO_BP	aTC1	6h	all
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	6.43745260114603e-05	0.00357064037610233	0.538434096309916	-0.489555621027729	-1.94808004926862	74	Chst1, Chpf2, Ppard, Ids, Gusb, B3gnt3, St3gal2, B4gat1, B3gat1, Hpse, Xylt2, Ndst4, Sulf2, Chst2, Gpc1, Naglu, Adamts4, St3gal4, Hgsnat, Ext2, Ednra, St3gal1, Extl3, Hs3st1, Ndst2, Cant1, Vangl2, Igf1, Pxylp1, Tcf7l2, Fam20b, Hs2st1, Ugdh, Dsel, Chpf	Suppressed	GO_BP	aTC1	6h	all
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	2.89009844612664e-09	1.09298268508062e-06	0.774939030136436	-0.644201660272101	-2.44684040532737	57	Atp5k, Atp5e, Ndufa3, Ndufa1, Ndufb3, Ndufb7, Sdhd, Ndufv3, Atp5g3, Sdhc, Ndufc1, Atp5d, Atp5l, Ndufb6, Ndufb2, Ndufb8, Atp5h, Ndufa12, Ndufc2, Ndufs7, Atpif1, Atp5g2, Atp5j2, Atp5j, Ndufa11, Ndufa6, Ndufa13, Ndufa7, Ndufs6, Atp5g1, Ndufb11, Ndufa2, Ndufb5, Ndufa5, Atp5o, Ndufs2, Atp5a1, Atp5b, Ndufa8	Suppressed	GO_BP	aTC1	6h	all
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	3.61284783118537e-08	8.69993794403286e-06	0.719512826338911	-0.505055498753802	-2.16404592385646	120	Ndufa4, Uqcrh, Atp6v0e, Slc25a4, Slc25a13, Atp5k, Atp5e, Atp1b1, Rnasek, Ndufa3, Ndufa1, Cox6b1, Ucp2, Ndufb3, Cox7a1, Ndufb7, Ndufv3, Cox17, Atp5g3, Ndufc1, Atp5d, Uqcrfs1, Atp5l, Slc9a1, Atp1a3, Cox8a, Atp6v1a, Ndufb6, Atp6ap1, Ndufb2, Tcirg1, Ndufb8, Atp5h, Ndufa12, Ndufc2, Ndufs7, Cox7b, Atp5g2, Atp6v0e2, Atp5j2, Slc25a3, Uqcr10, Atp5j, Ndufa6, Ndufa7, Tmco3, Atp6v1e1, Ndufs6, Atp5g1, Slc9a5, Ndufa2, Slc25a5, Ndufb5, Ndufa5, Ppif, Atp5o, Ndufs2, Cox4i1, Cox5b, Atp6v1f, Atp5a1, Atp5b, Ndufa8, Atp6ap2, Tmem175, Slc25a12, Cox5a	Suppressed	GO_BP	aTC1	6h	all
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	0.000203444561870166	0.00900350401467969	0.518848077743792	-0.35542497477953	-1.62111066122698	189	Ak4, Ampd3, Pgm2, Guca1a, Tmsb4x, Pdk2, Pgk1, Eno1, Pdk1, Slc25a13, Atp5k, Atp5e, Nmrk1, Acly, Ndufa3, Ndufa1, Aldoa, Pfas, Ndufb3, Ndufb7, Sdhd, Idh2, Ndufv3, Ak1, Atp5g3, Sdhc, Ndufc1, Atp5d, Atp5l, Adcy6, Ndufb6, Ndufb2, Ndufb8, Prps2, Atp5h, Ndufa12, Ndufc2, Ndufs7, Adssl1, Ppt2, Atpif1, Atp5g2, Atp5j2, Nme3, Atp5j, Ndufa11, Acat1, Papss2, Ndufa6, Ndufa13, Ndufa7, Pid1, Hprt, Pdk3, Ndufs6, Atp5g1, Acacb, Fam3a, Ndufb11, Ndufa2, Acmsd, Dlat, Ndufb5, Aprt, Ndufa5, Atp5o, Ndufs2, Acsl6, Atp5a1, Nme4, Atp5b, Ndufa8, Gcdh, Mpc2, Guk1, Pank3, Dip2a	Suppressed	GO_BP	aTC1	6h	all
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	3.80906180950667e-06	0.000377278503036851	0.627256739718528	-0.445388433973599	-1.93589222554188	128	Ampd3, Pgam1, Aldoc, Ier3, Xdh, Pfkfb3, Nudt7, Pfkl, Col6a1, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Eno2, Gpi1, Hk1, Nudt17, Hk2, Sarm1, Pkm, Aldoa, Ogdh, Ucp2, Pfkm, Nudt16, Nudt1, Gapdh, Ogt, Nudt11, Uchl1, Abcd1, Nudt15, Fkrp, Rptor, Nudt10, Hdac4, Mfsd8, Ogdhl, Igf1, Nudt13	Suppressed	GO_BP	aTC1	6h	all
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1.41842964174718e-07	2.56550752594272e-05	0.690132458796796	-0.342283884103438	-1.69911202521111	410	Ak4, Ampd3, Pgam1, Aldoc, Hspa8, Ier3, Xdh, Pfkfb3, Hspa1b, Pgm2, Nudt7, Pfkl, Col6a1, Guca1a, Tmsb4x, Ttr, Pdk2, Pgk1, Ldha, Eno1, Mlxipl, Tpi1, Pfkp, Slc16a9, Pdk1, H6pd, Eno2, Ldhb, Gpi1, Hk1, Slc25a13, Gmpr, Atp5k, Atp5e, Nudt17, Nmrk1, Atp1b1, Me1, Abhd14b, Hk2, Sarm1, Acly, Pkm, Ndufa3, Pcx, Ndufa1, Aldoa, Ogdh, Slc25a11, Ucp2, Pfkm, Pfas, Ndufb3, Nudt16, Tspo, Nudt1, Ndufb7, Sdhd, Idh2, Gapdh, Ogt, G6pdx, Nudt11, Ndufv3, Ak1, Uchl1, Pgd, Atp5g3, Sdhc, Dera, Abcd1, Crot, Ndufc1, Nudt15, Atp5d, Fkrp, Rptor, Nudt10, Atp5l, Mdh1, Adcy6, Hdac4, Mfsd8, Ogdhl, Atp6v1a, Ndufb6, Igf1, Nudt13, Gpd2, Ndufb2, Ndufb8, Prps2, Atp5h, Rora, Ndufa12, Ndufc2, Mdh2, Ndufs7, Adssl1, Ppt2, Nudt12, Atpif1, Atp5g2, Dcxr, Atp5j2, Macrod1, Nme3, Atp5j, Ndufa11, Acat1, Papss2, Ndufa6, Ndufa13, Ndufa7, Pid1, Gpam, Tpst2, Hprt, Mcee, Pdk3, Ndufs6, Nudt8, Atp5g1, Acacb, Prkaca, Fam3a, Ndufb11, Ndufa2, Acmsd, Dlat, Ndufb5, Aprt, Bpnt1, Icmt, Ndufa5	Suppressed	GO_BP	aTC1	6h	all
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	0.000380253636771872	0.0152101454708749	0.49849310876659	-0.388899246071845	-1.6994762831329	137	Ak4, Ampd3, Guca1a, Tmsb4x, Eno1, Slc25a13, Atp5k, Atp5e, Nmrk1, Ndufa3, Ndufa1, Aldoa, Pfas, Ndufb3, Ndufb7, Sdhd, Idh2, Ndufv3, Ak1, Atp5g3, Sdhc, Ndufc1, Atp5d, Atp5l, Adcy6, Ndufb6, Ndufb2, Ndufb8, Prps2, Atp5h, Ndufa12, Ndufc2, Ndufs7, Adssl1, Atpif1, Atp5g2, Atp5j2, Nme3, Atp5j, Ndufa11, Papss2, Ndufa6, Ndufa13, Ndufa7, Pid1, Hprt, Ndufs6, Atp5g1, Fam3a, Ndufb11, Ndufa2, Acmsd, Ndufb5, Aprt, Ndufa5, Atp5o, Ndufs2, Atp5a1, Nme4, Atp5b, Ndufa8	Suppressed	GO_BP	aTC1	6h	all
