genes	logFC_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
FOXRED2	-0.421197768956274	0.121339415158026	-1.07208007233152	0.0016391758052892	-0.650882303375244	0.0540961937975514
KIF5C	0.557372724472027	0.121339415158026	0.358317860586301	0.289365252516508	-0.199054863885726	0.646677871924509
CHURC1	-0.464928777045067	0.121387461363688	0.000420548537852362	0.9993528917309	0.46534932558292	0.175286616557842
MCM2	-0.866638138410532	0.121473356949656	-1.98230540946828	0.00343858361887864	-1.11566727105774	0.0972026896962404
UBE2E3	-0.450511482460288	0.121757250012818	-0.71799626481253	0.0181665855863331	-0.267484782352242	0.426952771642669
PNMA1	-0.333847111717202	0.121757250012818	0.230861360978141	0.249786050112279	0.564708472695344	0.0363950790330925
RPA1	-0.428243356937957	0.121882291966655	-0.613255693025243	0.029354718187599	-0.185012336087286	0.574391036684563
UNC93B1	-0.891687783649176	0.121931455043718	-0.832405679556306	0.120152929070386	0.0592821040928695	0.948651706432767
LINC00476	-0.654478409084748	0.121980213256717	-0.301601828383701	0.446126577710262	0.352876580701047	0.474789547188979
LOC100996842	-0.841818836592634	0.122099584413855	-0.304379907088016	0.530786707532016	0.537438929504619	0.403828440135151
GAN	0.529352903563452	0.122225584027089	0.6206922966374	0.0610568215841313	0.091339393073948	0.841134814023216
NEMP2	-0.878585335879894	0.122322856400618	-1.49728450093033	0.0142432764810709	-0.618699165050433	0.365082939458145
SLC39A8	0.397609612893325	0.122418241016904	0.460678913529977	0.0639083536122516	0.0630693006366523	0.856224959812588
REXO5	-1.20362834788637	0.122429604796985	-0.549535635791074	0.439210299480051	0.654092712095295	0.476062830408995
PHEX	0.737831173400853	0.122637886864893	2.2002998832206	0.000352450508558904	1.46246870981974	0.010982418323844
USPL1	0.418904475135181	0.122637886864893	0.482709207565888	0.0653047554067832	0.063804732430707	0.862249543580833
NAT8L	-0.710864919827218	0.122658357870419	-0.0282201333275576	0.958575736569476	0.68264478649966	0.192641658947849
DPY19L4	-0.47810002597351	0.122814804729607	-0.724732804159471	0.0228918654824731	-0.246632778185961	0.499041586815666
FAM76B	0.602149014911368	0.122815536959419	-0.103279695848056	0.803435520370696	-0.705428710759424	0.121454892719995
LOC389831	-0.360481757789259	0.123095488574977	-0.353040557580246	0.11071459582161	0.00744120020901332	0.984904228755371
AGBL2	-1.64478569598206	0.123095488574977	-1.58787046557844	0.0986078824827618	0.0569152304036215	0.978631949692881
FOXD1	0.772547766919963	0.123095488574977	0.82282311776772	0.0842311215817575	0.050275350847757	0.947077642989861
RP9	0.84280222380464	0.123095488574977	0.273837873312931	0.612727840541157	-0.568964350491709	0.355871088417107
KIAA1656	-0.992947188435575	0.123115181932075	-0.783864043955017	0.166154074845343	0.209083144480558	0.82366822870209
KAT2B	-0.711571624857201	0.123127377452637	-1.12904409828803	0.0190469437619921	-0.417472473430829	0.441795329500282
EMC3-AS1	-0.685705934639019	0.123131360320203	-0.192365311328859	0.655186312268687	0.49334062331016	0.33049170699831
EFNA1	0.587499492226198	0.123253802478056	0.656955393351807	0.0732938526708548	0.0694559011256084	0.897129503763686
CCNJL	0.335860232559359	0.123369083599564	-0.41695880215043	0.0523486153786357	-0.752819034709789	0.0118640138113409
PRPF38B	1.0975312668749	0.123504217126823	-0.311216251535406	0.662122314116179	-1.40874751841031	0.0952078016763391
ZNF891	-0.587266412087862	0.123504217126823	-0.284068954369666	0.423204507241389	0.303197457718196	0.498355189444197
ZNF79	0.546008935379315	0.123536712726897	0.31583600095327	0.342326260278079	-0.230172934426044	0.578369807268157
PDE4DIP	0.393475947573612	0.123536712726897	0.0512089125429346	0.855781065316868	-0.342267035030678	0.237495918811342
SLC7A6	0.335053708164925	0.123536712726897	0.0552367148099457	0.811881223059791	-0.279816993354979	0.255211964829878
SELENOT	0.390500428914492	0.123619559011167	0.00875739498306325	0.977751678675639	-0.381743033931428	0.185990473581009
PIK3C2G	1.36186465228062	0.123718051080104	2.42039411513527	0.00586786771967721	1.05852946285465	0.185179603470223
GTF2IP12	-0.845840512209132	0.123995090820714	-0.557034987228656	0.24319700677217	0.288805524980475	0.68676686730046
TEAD3	-0.675203947066903	0.124146445171028	-0.0741394393993259	0.873368272513302	0.601064507667577	0.228248135914642
JRK	-0.724414163838857	0.12429240144247	-0.326324266729542	0.465225045502937	0.398089897109315	0.468144426767429
PCDHGB6	-0.891299567563373	0.124294143490694	0.0581711160638346	0.922874376529299	0.949470683627208	0.152369703561163
PPP2CA	0.348886118424036	0.124512966806559	0.208999675273214	0.330275025047275	-0.139886443150822	0.60760341658454
CUTALP	0.400888886123848	0.124512966806559	1.00152582961469	0.00183480799092279	0.600636943490845	0.057807406566057
TPD52L1	0.401166058760875	0.124512966806559	0.712848601689062	0.0110789194455383	0.311682542928186	0.287202697227554
IFNGR2	-1.13729554824028	0.124512966806559	-1.22600012686546	0.0771151037070028	-0.0887045786251788	0.943445881248737
WDCP	-0.403415055087162	0.124512966806559	-0.468366652631446	0.0650604970776848	-0.0649515975442838	0.856792035078899
CRISP3	-0.426360235887548	0.124512966806559	-1.05980643734932	0.00198277408217634	-0.633446201461774	0.0613921893066003
SLC9A3R2	-0.676641917010241	0.124512966806559	-0.676913891333905	0.103607432244275	-0.000271974323663161	0.999642503691774
FNDC11	-0.987544302240656	0.124539450340103	0.134000328597009	0.814878724916318	1.12154463083767	0.128441718679262
PDE4B	0.442325581707827	0.124539450340103	-0.035065821774285	0.917597541053116	-0.477391403482112	0.150530673772396
CEBPZ	0.639910274541098	0.124576063296674	0.271839384485291	0.500579300599753	-0.368070890055806	0.443379749228365
PAICS	0.345411035847709	0.124585802492613	-0.349793685952421	0.103174776913984	-0.69520472180013	0.0188277978587573
TOR1AIP1	0.344287691475627	0.124605079493666	0.0585730774428323	0.806217709954743	-0.285714614032795	0.260201752798139
ASB13	-0.84400565600861	0.124609708884808	0.371278634534468	0.445636485218736	1.21528429054308	0.0653632440899608
MAF	0.951558570783046	0.124625654856944	0.638851822334034	0.270683677161241	-0.312706748449012	0.662652419312147
ALG1	-0.565531856076634	0.124640391522441	0.38287338718095	0.252978912393222	0.948405243257584	0.038963757303921
ZNF611	-0.478245203700239	0.124640391522441	0.260905568167799	0.365907834351612	0.739150771868038	0.0526503298390548
MINK1	-0.348871501768081	0.124640391522441	-0.449111777392223	0.0460524516622976	-0.100240275624141	0.726245757409089
SLC25A46	0.644293983750866	0.124640391522441	0.457468275104612	0.24463807593292	-0.186825708646253	0.722439766215635
PTPN9	-0.355459388416633	0.124640391522441	0.0994264710774433	0.668482058674305	0.454885859494076	0.0950162130300316
HOXB8	-0.536588667338289	0.124640391522441	-1.45418074892704	0.00123993666986327	-0.917592081588751	0.037860268280295
PLGRKT	-0.609767346799863	0.124641570471225	-0.479983163715913	0.186628145108005	0.12978418308395	0.808690606217107
ZC3HAV1L	-0.490522026791187	0.124723707787003	-0.216980419281451	0.477964239243123	0.273541607509737	0.461316594758986
TGFBR3L	-1.10877392179259	0.124823279692071	-1.20869104132449	0.0725644325783251	-0.0999171195318989	0.937751592754665
FARP2	-0.402429049531042	0.124898880180094	-0.469621827701334	0.0642226690440303	-0.0671927781702915	0.85247536950604
SLC25A38	0.398294351742013	0.124999207833513	0.286915841806042	0.237693035257578	-0.111378509935972	0.734122738530215
GDAP1L1	-0.652875479693451	0.124999207833513	-1.15222353595287	0.0125332341770052	-0.499348056259423	0.344558588884961
NIPSNAP3A	-0.484694715336321	0.125059597595252	-0.410125018277692	0.163424175610197	0.0745696970586297	0.863898007108543
ACAD10	-0.79180626272193	0.125059597595252	-0.467634679757563	0.326672214413532	0.324171582964367	0.604739181468585
WNT8B	-1.03264555007108	0.125059597595252	0.279373522406285	0.630749760621416	1.31201907247737	0.0938878639888254
SLC9A3	-1.29692197994298	0.125059597595252	-0.189740609969853	0.80063806709514	1.10718136997313	0.260201752798139
FAM111B	-1.24073413409902	0.125188516112818	-4.04174326984533	0.000942285026066755	-2.80100913574631	0.0202007910379444
IL23A	1.19357444961131	0.125188516112818	0.771497002979644	0.301221656690894	-0.422077446631661	0.623320384671534
ARHGAP26	0.508865978395617	0.125200244085051	0.700177730543228	0.0360261272175636	0.191311752147611	0.631257523475847
LOC441455	1.67257018045943	0.125200244085051	-0.613916108078226	0.681536705070702	-2.28648628853766	0.10635873394251
PRTFDC1	-0.443395019806398	0.125231335523852	-0.898912435359505	0.00598941308836993	-0.455517415553107	0.175128292882781
SUFU	0.450852744687919	0.125366908290912	0.0376476496393569	0.914053972627049	-0.413205095048562	0.216022365758277
COL21A1	1.95864762313459	0.125466592860353	4.10851501533584	0.000849184149323586	2.14986739220125	0.0315708738529438
SNORD47	-1.38065376099777	0.125472566544707	-0.0896072847189304	0.916185701412027	1.29104647627884	0.215302049832858
CACNB3	-0.549495116214242	0.12551984759752	0.00946434853934934	0.982352736056099	0.558959464753592	0.174670815209649
FAM169A	-0.613654111549267	0.125532792951868	-0.655373010865545	0.0870064300260547	-0.0417188993162789	0.946372044437159
ZDHHC20	-0.462745109795738	0.125532792951868	-1.11595958459569	0.00239416465094475	-0.65321447479995	0.0732369136246149
DUSP7	0.518321053940244	0.125589163408898	-0.0867454989866511	0.811415404978816	-0.605066552926895	0.12507840682957
ZFYVE21	-0.570019626208816	0.125589163408898	-0.121396471901044	0.743032919793805	0.448623154307772	0.287938895673006
ZNF408	0.468934050110459	0.125589163408898	0.104125232404369	0.740981292264636	-0.36480881770609	0.289056250406217
C2CD6	-1.20601963675224	0.125589163408898	-1.15980951726561	0.102183162735716	0.0462101194866359	0.974650683482668
CAMLG	0.342068346648911	0.125589163408898	0.4248024548605	0.0527670716320377	0.0827341082115883	0.7735647157511
SLC39A9	0.326332825496	0.125589163408898	0.459689941991418	0.0329800998443201	0.133357116495418	0.600881779633992
LOC100128398	-0.895588148131962	0.125589163408898	0.176055770087236	0.731979612509764	1.0716439182192	0.113041601342357
NGFR	-1.01019759570923	0.125607940600074	-0.877390374739793	0.139273912338465	0.132807220969435	0.894528122336678
TRIM7	-0.834839175177846	0.125607940600074	-0.195660929214284	0.699108883980778	0.639178245963562	0.311791491657741
TBC1D20	0.341096532952368	0.125641400589147	0.263547072237086	0.206993532887497	-0.0775494607152814	0.788925923401994
SNX30	0.342433215606075	0.125762519027206	0.385956262264554	0.0737527726881581	0.043523046658479	0.889615601251663
DPP8	0.399329902334973	0.125877504223641	-0.0866424935409928	0.747753603026497	-0.485972395875966	0.11279894934828
MAFK	0.672528779940418	0.125877504223641	0.956566827598446	0.0318081035871787	0.284038047658028	0.584116855551235
CAPN9	-1.48435466868997	0.125877668107761	-1.5905006235776	0.0767599140348851	-0.106145954887631	0.954468937573973
CIPC	-0.424179487440719	0.125898968167287	-0.400702565722711	0.125687036841317	0.0234769217180084	0.957083493397117
SRF	-0.4101272833448	0.125901939465304	-0.302712831306844	0.225571526146209	0.107414452037956	0.756457142572847
KBTBD4	-0.632122828074611	0.125933409996803	-0.68172537139995	0.0846090184533175	-0.0496025433253385	0.938026012245812
CIB2	-0.666200965397179	0.126045628680507	-1.67109202105035	0.00231581275039293	-1.00489105565317	0.0723625384669643
CEP104	0.465052650798822	0.126140747129007	0.402369504970265	0.160204880244693	-0.0626831458285575	0.88142141867082
H2AFV	-0.51774836961216	0.126388631069561	-1.11611778913747	0.0044604699574941	-0.598369419525312	0.129283909594841
MTFMT	-0.528775960684311	0.126388631069561	-0.172968407447557	0.60474301151023	0.355807553236754	0.371187201738146
LRFN4	-1.35161784088258	0.126416990326802	-0.391498168402001	0.637390720354232	0.960119672480575	0.345562086455644
CEP83	0.767391527222669	0.126416990326802	0.470189380928786	0.319663792620311	-0.297202146293883	0.618283869325168
FANCE	-0.780092850565955	0.126579012248204	0.288158592856175	0.536223695299767	1.06825144342213	0.0774522959496487
FAM136A	0.378398535745127	0.126619393473302	0.0643355579853323	0.807919040663278	-0.314062977759794	0.263378109868648
HOXC4	-0.977202676292372	0.126619393473302	-1.73145777801054	0.0138697743462984	-0.754255101718168	0.363530145542192
XRCC1	-0.603741420473373	0.126619393473302	-0.35090444451421	0.341917178535959	0.252836975959163	0.593051364605333
ZNF76	-0.675473566435428	0.126619393473302	-0.377871514843544	0.360222753652532	0.297602051591884	0.574158601923978
LANCL1	-0.350515075765097	0.126619393473302	-0.102577689389041	0.656577033655512	0.247937386376056	0.343960794577141
ZBTB42	-0.849905746245593	0.126619393473302	-0.101381444918867	0.859853573544989	0.748524301326726	0.24150368987489
FBXO15	-1.23202294054907	0.126740233185922	-0.396904427400969	0.563442333459869	0.835118513148097	0.389877022976715
KIAA1107	-0.803494775816658	0.126746095352781	-0.748669567455083	0.128467594762116	0.0548252083615756	0.946897263595678
ANP32A	-0.469481814426215	0.127283024297358	-0.729986870524329	0.0220704959958909	-0.260505056098115	0.467115431532473
TMEM81	0.811457664803455	0.12754147652036	0.647477472300683	0.193195162874475	-0.163980192502772	0.807531367881888
TLR6	-0.748940053387078	0.12754147652036	-0.401060131805491	0.373236352380139	0.347879921581587	0.55595085848988
SNAPC5	0.500686874843937	0.12754147652036	0.676364140674784	0.0392029888845839	0.175677265830847	0.656460199444742
TNIP1	-0.415410518883595	0.127555561522474	-0.563652396994539	0.0392411611976262	-0.148241878110944	0.655767713152095
ZNF275	0.341288526258762	0.127555561522474	0.339913248143452	0.11071459582161	-0.00137527811530975	0.997559422150041
CD99L2	-0.373104086747924	0.127660400009527	-0.505716384454541	0.0396435991405764	-0.132612297706617	0.65643921495943
BRSK1	0.43010365396969	0.127660400009527	0.390183507963254	0.143453188452003	-0.0399201460064355	0.92338827110051
RUSC1-AS1	-0.808724264610238	0.127786713978684	-0.284143478944943	0.560349861373392	0.524580785665295	0.397215093642915
COX10-AS1	-0.476990169971138	0.127979467117992	-0.127378423159042	0.682023215069215	0.349611746812096	0.327165184899757
KCNH5	1.24490943896492	0.128077440409583	1.6184102267542	0.0322480845346845	0.373500787789283	0.6472727301032
LOC101928103	-1.05099098815573	0.128077440409583	-1.10545635467876	0.0850469663855521	-0.0544653665230319	0.964426467037371
ITGA1	0.531236263714093	0.128082090012465	-0.000186581216765771	0.999480865238654	-0.531422844930859	0.183211543055026
TMEM233	-1.58997627944846	0.128082090012465	-1.62962339013509	0.0866192881889956	-0.0396471106866384	0.98585743189796
BMPR2	-0.624470692123251	0.128142336359028	-0.724706956201746	0.0690340372757041	-0.100236264078495	0.857982238392898
FIRRE	0.478479067510307	0.128203577981211	0.460352202798128	0.122534450965783	-0.0181268647121786	0.971276718247527
ZNF775	-0.604036699708189	0.128580476185143	-0.398401662747972	0.270108335815343	0.205635036960217	0.678668648048778
SLC44A3	-0.406656574818542	0.128638140615091	-0.348296093297397	0.163188131545143	0.0583604815211453	0.874902585386463
THEM4	-0.361229598285846	0.12872089751074	-0.129034773474224	0.579149933382542	0.232194824811622	0.394700394917933
ATE1	0.398711170341403	0.128764383595249	0.0750988026639348	0.785615321557952	-0.323612367677468	0.27465774300104
LRP8	0.364049367565818	0.128764383595249	-0.096592556093034	0.691341741834796	-0.460641923658852	0.102863148907436
SRSF1	0.333029965638561	0.128814650872872	-0.206853849843287	0.318928761275518	-0.539883815481849	0.0473573950030194
PRPF19	0.532925235424407	0.128853338830298	0.618823521406926	0.0692730314886433	0.0858982859825189	0.857180231807635
LONRF1	0.451911497021446	0.128926936616265	0.60974044626385	0.0399747037636525	0.157828949242404	0.660977306323949
RAB2B	0.430494853391372	0.128968445676209	0.0101374618029875	0.976714486273385	-0.420357391588385	0.192507318586194
EFEMP2	-1.2244143259977	0.129042211342872	-0.195572158680624	0.780775095160608	1.02884216731708	0.274070105280106
HOXA11-AS	-0.902817153604417	0.129072202165758	0.27430331318329	0.584345896813079	1.17712046678771	0.0890194869136606
KLF3	0.485825333981072	0.129072202165758	-0.0425804720555404	0.910241434599444	-0.528405806036613	0.153226162257927
OGDH	-0.317126328961184	0.129072202165758	-1.24373625526809	0.000157373078029616	-0.926609926306902	0.00404710738990607
ZBTB14	-0.374243947722838	0.129072202165758	0.175422208565705	0.453992782670701	0.549666156288542	0.0656287277625288
CDPF1	-0.912733550029958	0.129072202165758	0.0867395568252139	0.884281429879002	0.999473106855172	0.150314123602947
HOXC11	-0.698683678948457	0.129338394367717	-0.235475773777056	0.590730375580668	0.463207905171402	0.384255555447586
JUND	0.431027209702684	0.129536108749441	0.571433350544825	0.0431488986426782	0.140406140842142	0.68676686730046
DPP7	-0.571973707954238	0.129610686960259	-0.821779649719719	0.0318730500861177	-0.249805941765482	0.581105251589471
CDADC1	0.505218448062859	0.129638278840085	0.519478642441635	0.0991230542715578	0.0142601943787759	0.978678818363871
MYO18A	-0.572335702120794	0.129638278840085	-0.844813349477591	0.0287860030260884	-0.272477647356798	0.543098618329228
MTCL1	-0.538571950514305	0.129706735121624	0.0429961042235521	0.915873805025474	0.581568054737857	0.155720947312129
PPA1	0.334602176766925	0.129769303224498	0.363243417480485	0.0865941215328264	0.0286412407135606	0.930270681647854
SRRM2-AS1	-1.40589934536987	0.129789216373102	-0.474768195573989	0.532090801100729	0.931131149795877	0.416369064633725
HOXB13	-0.810559695555748	0.129789216373102	-0.0458605778037146	0.939086956140861	0.764699117752033	0.211299172743362
ST3GAL2	-0.763939847000882	0.129818227477871	-0.345408984816418	0.467707661516647	0.418530862184465	0.479650909995715
LINC00571	0.958792064240362	0.130128962316942	1.89839276360432	0.00423071629082744	0.939600699363954	0.132691129406767
USP5	-0.378212713681358	0.130235897174168	-0.509290964688946	0.0415159792134913	-0.131078251007588	0.667454414314492
NPL	-0.547485197512963	0.130257041372458	-0.355708248480632	0.279767317903932	0.191776949032331	0.668016516734844
ZNF169	-1.04733576479347	0.130257041372458	-0.0619970323504926	0.931719592341161	0.98533873244298	0.215265603266846
AGBL3	-0.93962402740577	0.130327703544866	0.403142135156471	0.419474596665983	1.34276616256224	0.0661070796121326
GOSR1	0.392315820146506	0.130327703544866	0.164210895184318	0.51698854731389	-0.228104924962188	0.447806657560143
IPPK	0.411328540551906	0.130441293336711	0.0553434177075931	0.854198219937496	-0.355985122844313	0.247995657417217
LINC02301	-1.44863966179211	0.130471945527449	-0.515164703878621	0.513429737797274	0.933474957913492	0.435037098147962
TFDP1	-0.525032281902311	0.130604519081491	-0.823286478982523	0.0220704959958909	-0.298254197080212	0.462839261454009
IQCK	0.724829169671632	0.130771882367885	1.83539174118452	0.00108186854910095	1.11056257151289	0.0360251225367997
ADAMTSL5	-0.974285627228618	0.131019308659502	-0.758856090708136	0.184229805707961	0.215429536520482	0.813418096292667
EMX1	-1.89253662640692	0.131204105928108	-1.05562937298005	0.289213394223981	0.83690725342687	0.638231231851665
CCDC59	0.970511704571965	0.131204105928108	0.216979323967929	0.743158447127307	-0.753532380604037	0.296892647440006
ZFP62	-0.467882384421135	0.131204105928108	-0.630776115877526	0.0415159792134913	-0.162893731456391	0.667454414314492
NMU	-1.51491065696473	0.131371431521112	-2.0135486663786	0.046560524190017	-0.498638009413865	0.763592517636217
UBE2H	-0.417947974373263	0.131399767358732	-0.0296417824685828	0.928695648434017	0.388306191904681	0.218735301047157
ZNF821	-0.525078403022497	0.131399767358732	0.0310239421872221	0.940064455658349	0.556102345209719	0.16534404233007
PYROXD1	0.609703326365481	0.131399767358732	0.729932261807507	0.0637262801727156	0.120228935442026	0.822804362257431
YPEL4	0.769158967708397	0.131399767358732	1.55801599255714	0.00545469030034816	0.788857024848747	0.153875848719509
GNRH1	-1.61948259172933	0.131399767358732	-0.335412312227024	0.697593192781218	1.28407027950231	0.320980544530315
KIF22	-1.11700335957724	0.131438130891057	-1.25404611267997	0.079085392558894	-0.137042753102736	0.896898881571244
POU3F3	-0.803654891197329	0.131626134791276	-1.31236592383225	0.0195307169791797	-0.508711032634916	0.464628757180342
TCFL5	-0.670857336027236	0.131735344668437	-0.859999156983506	0.0483547057486544	-0.18914182095627	0.746389727574865
ZNF763	-0.737848105327316	0.131778379022472	0.331997744944609	0.419200604630746	1.06984585027193	0.0651885555265434
LOC101927166	-0.958682682046583	0.131984523223096	-2.82051322931387	0.00154878240077272	-1.86183054726729	0.0422698511614788
OSER1-AS1	0.751380680200022	0.132192590856916	1.85452219352258	0.00160336796462873	1.10314151332256	0.0515450524328328
GCNA	0.869505261135309	0.132223171636284	0.892014555003216	0.0962596194333658	0.0225092938679074	0.978936206413662
ZNF551	-0.586978467933622	0.132260252493098	-0.372111746299272	0.30264381210844	0.214866721634349	0.653303459554678
SMAD9	-1.35089061340063	0.132290010726794	0.289934083867066	0.711959406004286	1.6408246972677	0.112951011795295
C18orf25	0.318470882831005	0.132720119380716	0.319442348993894	0.112948284737815	0.000971466162888707	0.998277781119239
MYCN	-0.74446259200679	0.132720119380716	-1.20567033940007	0.0204601642109153	-0.461207747393284	0.468840626927131
HMGXB4	-0.454355669498419	0.132810490940344	-0.855086613546565	0.00971349359520212	-0.400730944048147	0.246364051040506
IRX3	0.467882481416731	0.132867415807448	-0.213159722710707	0.480974714193495	-0.681042204127438	0.0709511993073442
FERMT1	-0.564204795953564	0.132955654987451	-0.140412746552626	0.707789474559794	0.423792049400937	0.321018153074107
SLC26A7	1.54755749015178	0.132955654987451	1.63007247074973	0.0863517520459316	0.0825149805979507	0.951070373935597
SAP30BP	0.402073089868316	0.133016025454752	0.167003791439013	0.523153476230801	-0.235069298429303	0.448133073424074
KNSTRN	-0.907396419738971	0.133194117975597	-0.648420118494997	0.248278769846786	0.258976301243974	0.736365298465622
INPPL1	-0.486323011838993	0.134169328269362	-0.0315675205195491	0.936125943848766	0.454755491319444	0.218626730159568
TRIM13	-0.443962114509475	0.134169328269362	-0.291838708773618	0.292524056528816	0.152123405735857	0.674290314571857
DNM2	0.335680852674712	0.134347391602885	0.0396039930603908	0.875113400591743	-0.296076859614321	0.244904421661865
SMIM10L2A	-0.595645911661398	0.134347391602885	1.82321815332246	0.000534792313353943	2.41886406498385	0.000774908681998791
FDX1	0.340913308532354	0.134347391602885	0.115377909124581	0.609276298986488	-0.225535399407773	0.385514783552261
TYMS	-0.952026507681459	0.134347391602885	-3.72669367552596	0.000352450508558904	-2.7746671678445	0.00793196398680274
CCDC121	-0.961810129836746	0.134347391602885	-1.45259658101917	0.0274454663393172	-0.490786451182428	0.545473452139558
PARM1	0.534696108245586	0.134347391602885	0.0282453109918012	0.947909681708439	-0.506450797253784	0.212537234844417
ZNHIT6	0.700327489376063	0.134347391602885	0.287311625637765	0.528819979429585	-0.413015863738298	0.443603988803594
GYG2	-0.512338563984586	0.134347391602885	0.0255306321561678	0.949734537424504	0.537869196140754	0.170936808229708
RIPK1	-0.328895439306798	0.134401484312524	-0.443350699939944	0.0425994713445912	-0.114455260633146	0.668985502255475
CHD5	-0.368874049332206	0.134458752330629	-0.590967735266313	0.0206408740331678	-0.222093685934107	0.438352692684258
ZYG11A	-0.836798207306178	0.134458752330629	-0.541076215194835	0.289016761196872	0.295721992111344	0.668701706591674
DCLK1	0.685884078274008	0.134544796332907	-1.41321912695895	0.00975621194976507	-2.09910320523295	0.00502536284715391
ANKRD18A	-0.876406754623138	0.134544796332907	-0.733432776520459	0.167253654973882	0.142973978102679	0.862505186277503
STT3A	0.401199423109544	0.134680748983603	0.484855800893291	0.063771212317594	0.083656377783747	0.813786941848779
PIK3R3	-0.546323909026556	0.134908769863926	-1.33563697478677	0.00274222074806092	-0.78931306576021	0.0811057269773224
VSTM5	-1.45292829185755	0.134937450735895	-0.959191410646889	0.233010314429443	0.493736881210665	0.725839890966864
PSMD13	0.386292202173141	0.134937450735895	0.313064626987896	0.196795991539953	-0.0732275751852445	0.833009760504448
C20orf196	-0.720582038331432	0.134937450735895	-0.86244789590723	0.063325625970338	-0.141865857575798	0.837373799493753
GRM2	-1.14256972484418	0.134937450735895	-2.01676159266632	0.0181665855863331	-0.874191867822141	0.455121905607705
PRR26	0.71495379793936	0.13509155418505	0.939138008480026	0.0435630483651411	0.224184210540666	0.689401230109339
NUMA1	-0.491960660808041	0.135183606224315	-0.827640623316539	0.0169854183174679	-0.335679962508497	0.373494731111383
MAFG-AS1	0.627684238254323	0.135183606224315	0.967443346188086	0.0214979265816562	0.339759107933763	0.463803559100288
ARHGAP32	-0.501822067488889	0.135298140188007	-0.717719726153315	0.034839447212628	-0.215897658664426	0.590437853504585
PPFIBP1	0.387204614416284	0.135366534427876	0.252983342085225	0.30195449781739	-0.134221272331059	0.670166725403765
BCAR3	-0.610207197981462	0.135417159505214	0.762172150489535	0.0364160391912895	1.372379348471	0.0109336388476969
NCKIPSD	-0.617646848501913	0.135463442371587	-0.483981285544841	0.207596537627835	0.133665562957072	0.808483299683378
USF2	-0.404835848691257	0.135525815096339	-0.414852269871878	0.10698438014491	-0.0100164211806211	0.982536384584973
MALL	-1.10589924348919	0.135551332331794	-1.67031208611967	0.0309543154522283	-0.564412842630481	0.605925743628723
COL4A5	-1.45716363162451	0.135606526843816	-2.28382826298336	0.0308989992380367	-0.826664631358849	0.605575648428937
UTP14A	0.575936357042949	0.135623408508805	0.316777760537152	0.38723319875555	-0.259158596505797	0.571009947247616
RECQL5	-0.457697977833275	0.135649034083953	0.0553946955371512	0.869823892061122	0.513092673370426	0.146680535156598
HIST3H2A	-1.42746964878449	0.135706912811902	-0.913927018946809	0.274522814181577	0.513542629837678	0.680764007794164
SLC6A8	-0.622113469312742	0.135837602175194	0.0260233614894185	0.95759283780935	0.648136830802161	0.175782564980365
TCF25	0.388279218733832	0.135837602175194	-0.215084039706572	0.385380627450158	-0.603363258440404	0.0580477759879763
DHRS12	-0.53524615494551	0.136234704803927	-1.04577184794259	0.00880003912874704	-0.510525692997081	0.244474435313296
TAF2	0.54704740704381	0.136234704803927	0.10640671161419	0.782646885024698	-0.44064069542962	0.288407255821955
CNOT6L	0.391454955259931	0.136234704803927	0.202183410373318	0.420666778453257	-0.189271544886613	0.543281281031642
TMEM183B	1.02944566235365	0.136234704803927	0.442682474300735	0.528224413641703	-0.586763188052911	0.441113071527249
MCMDC2	-0.884979760429483	0.136234704803927	-0.480272648304119	0.347079739497858	0.404707112125364	0.588217871606076
ZNF18	-0.537550138347991	0.136234704803927	-0.301895717859046	0.36726672397725	0.235654420488945	0.585490604093355
MARVELD1	-0.561636555486082	0.136234704803927	-0.120946538164766	0.750939869886862	0.440690017321315	0.303951358855252
ANGEL2	-0.377929658976989	0.136234704803927	-0.222857655861264	0.349402274810232	0.155072003115725	0.612261289526163
RBM15	0.416110418399127	0.136234704803927	-0.0288928949856731	0.931667064810845	-0.4450033133848	0.167815931149098
LOC100134868	1.07605919191083	0.136234704803927	0.668323126961797	0.337682813379973	-0.407736064949034	0.622375378033198
CANX	0.465728909249078	0.136234704803927	0.412673818453888	0.161867034496668	-0.0530550907951894	0.905987705357095
ZFP14	-0.515031090745131	0.136234704803927	-0.598029741240058	0.070778060741674	-0.0829986504949262	0.862696054733186
FBXW11	0.299279676981345	0.136234704803927	0.274265796974038	0.148897522655174	-0.025013880007307	0.933885061264335
GATAD2A	0.354667690696725	0.136234704803927	-0.0563564339481339	0.826317518372133	-0.411024124644859	0.13652409168322
SQLE	0.415094604615674	0.136234704803927	0.410721079172884	0.121441723859107	-0.00437352544279036	0.992373363048809
MFSD13A	-0.840246597980873	0.136234704803927	-0.604831453847511	0.247432449655221	0.235415144133363	0.746388368551389
NBEA	0.54458322949404	0.136401394371375	0.148569715854248	0.68865013303127	-0.396013513639792	0.342585345909868
ACVR1B	-0.367879753270837	0.136401394371375	0.130962267201553	0.588422009514347	0.49884202047239	0.0890106827035428
SGPP2	-0.348120419247998	0.136401394371375	-0.343769612612055	0.121289629932073	0.0043508066359432	0.991376266037775
