Geneid	KRS7_10_aTC1-6_1_DMSO	KRS7_13_aTC1-6_2_DMSO	KRS7_16_aTC1-6_3_DMSO	KRS7_11_aTC1-6_1_Tg6h	KRS7_14_aTC1.6_2_Tg6h	KRS7_17_aTC1-6_3_Tg6h	KRS7_12_aTC1-6_1_Tg24h	KRS7_15_aTC1-6_2_Tg24h	KRS7_18_aTC1-6_3_Tg24h
Tk1	1002	1217	891	1033	5005	1098	302	1891	800
Afmid	247	289	233	385	1635	351	169	498	273
Birc5	2344	2543	1620	2491	7926	1894	1073	3043	1523
Tmem235	14	7	16	16	50	16	3	10	1
Tha1	132	110	134	168	645	167	56	274	114
Socs3	292	350	289	467	1687	336	86	331	190
Pgs1	723	841	737	1695	6894	1341	451	1886	825
Mir6933	0	0	0	0	0	0	0	0	0
Dnah17	3	4	0	7	27	8	0	4	3
Cyth1	1795	1902	1402	2301	9221	2123	909	3286	1544
Usp36	2303	2251	2098	5141	21953	4905	2839	6771	3128
Timp2	224	191	209	144	537	131	89	221	94
BC100451	0	2	2	0	9	1	1	0	2
Lgals3bp	743	821	670	418	1561	370	506	1313	543
Cant1	1452	1511	1255	1323	5517	1168	702	2538	1133
C1qtnf1	42	44	28	51	136	39	19	45	10
Gm11747	0	2	0	0	0	0	0	0	0
Engase	140	179	132	283	1611	329	79	364	181
Rbfox3	1	2	2	0	14	3	0	2	1
Enpp7	0	0	0	0	0	0	0	0	0
Cbx2	640	705	632	888	3469	760	471	1679	776
Cbx8	529	513	445	638	2477	604	224	839	414
Cbx4	1380	1364	1519	2586	8853	1911	1370	3158	1367
Tbc1d16	4353	4659	3304	2374	13332	2941	1135	4528	2128
Mir6934	1	0	0	0	0	0	0	0	0
Ccdc40	337	334	310	459	1746	368	301	585	259
Gaa	14745	15890	14742	13840	54169	13265	9107	30018	14128
Eif4a3	2839	3131	2495	4663	18307	3766	1789	5938	2775
Card14	0	0	0	1	0	2	0	1	2
Sgsh	250	261	270	347	1434	362	226	733	381
Slc26a11	84	113	89	188	736	141	78	306	140
Mir1932	0	0	0	0	0	1	0	2	0
Endov	468	609	476	963	4489	860	403	1203	484
Nptx1	729	755	545	390	1600	325	148	360	147
Gm11762	5	4	2	2	5	2	2	3	1
Rptor	2645	2793	2528	2280	10628	2459	1417	4296	2025
Rptoros	0	0	2	0	9	0	0	1	0
Mir5098	6	3	7	8	2	1	0	1	6
Chmp6	313	372	252	516	2828	532	231	1008	388
Baiap2	19	8	15	73	268	59	23	73	15
Aatk	160	219	179	277	1280	187	99	398	146
Mir338	0	1	0	0	0	0	0	0	0
Mir3065	0	0	0	0	0	0	0	0	0
Cep131	724	829	740	1664	5922	1212	710	1241	542
Enthd2	239	244	232	315	1090	248	144	584	329
1810043H04Rik	156	215	138	147	666	169	29	416	196
Slc38a10	2499	2836	2417	3587	12895	2662	1933	5101	2170
2810410L24Rik	210	249	115	174	742	136	43	243	107
Bahcc1	1254	1320	1389	1214	5215	1161	847	2286	1228
Actg1	10600	12041	10252	6915	29965	7126	3935	17660	7521
Mir6935	3	1	1	0	4	0	0	0	1
0610009L18Rik	7	18	11	13	133	36	6	20	5
Fscn2	0	2	1	0	6	1	0	1	0
Faap100	362	424	393	470	1518	391	149	565	248
Nploc4	5062	5330	4734	6037	26276	5820	3079	10595	4950
Tspan10	0	0	0	1	2	0	0	0	2
Pde6g	11	13	10	60	129	49	5	38	17
Oxld1	58	93	89	121	345	98	21	120	73
Ccdc137	760	746	609	1631	6203	1371	803	2139	978
Arl16	416	444	339	727	2671	660	236	836	392
Hgs	1442	1596	1467	2488	10593	2187	1283	3399	1513
Mrpl12	1569	1896	1376	2402	9211	1980	991	3750	1832
Slc25a10	870	963	927	1199	4245	964	367	1601	768
Gcgr	0	0	0	0	0	0	0	0	0
Fam195b	751	1008	718	1268	5569	1158	269	1667	648
Ppp1r27	41	60	36	38	192	42	10	92	32
P4hb	20366	23971	18969	37474	130290	29007	14557	58171	24692
Arhgdia	8851	9166	7020	10284	40918	8974	5473	17010	7583
Alyref	2192	2207	2045	4971	13576	2678	2453	5710	2332
Anapc11	1128	1416	1004	1391	6393	1524	444	3139	1347
Npb	2	4	12	7	22	3	2	20	8
Pcyt2	3259	3814	2914	4076	15484	3232	1680	5732	2976
Sirt7	516	678	556	766	2887	674	250	1122	535
Mir6936	0	0	0	0	0	0	0	0	0
Mafg	1468	1459	1229	2048	7545	1849	1241	2947	1430
Pycr1	647	977	718	1495	6835	1382	845	2674	1102
Myadml2	1	1	3	0	9	2	0	0	0
Notum	0	0	0	0	2	0	0	0	0
Aspscr1	755	811	769	1188	4901	1077	406	1941	854
Stra13	474	578	349	420	2441	544	164	798	356
Lrrc45	639	725	494	784	3302	688	405	1052	423
Rac3	63	53	49	88	396	88	26	148	72
Dcxr	49	68	36	41	232	48	5	50	20
Cbr2	13	21	15	20	80	17	0	10	1
Rfng	465	574	456	615	2082	518	311	899	392
Gps1	2719	2988	2326	3269	14610	2903	1128	5362	2304
Dus1l	916	983	844	1580	5888	1269	571	2088	897
Fasn	11650	10058	10986	11977	52616	12762	8558	25256	12752
Ccdc57	354	417	321	796	3156	645	431	803	352
Slc16a3	983	1393	1134	466	1501	479	52	1036	387
Csnk1d	4733	5133	3932	5267	24455	5346	2354	9016	4197
Cd7	0	0	0	0	0	0	1	0	0
Sectm1b	0	0	0	0	0	0	0	0	0
Sectm1a	0	0	0	0	1	0	0	0	0
Tex19.2	1	1	0	1	18	0	0	0	1
Tex19.1	0	0	0	1	6	0	0	0	0
Uts2r	0	0	0	0	0	0	0	0	0
Ogfod3	263	292	196	345	1031	242	181	524	225
Hexdc	333	372	280	494	1957	485	208	720	374
BC017643	394	439	326	354	1621	283	143	730	259
Narf	764	1001	760	650	3152	739	291	1291	681
Foxk2	7766	7648	6638	12589	53796	12203	6021	15985	7551
Wdr45b	1327	1636	1198	2516	11459	2446	901	3381	1375
Rab40b	6	5	9	12	24	3	1	8	3
Mir7236	0	0	0	0	0	0	0	0	0
Fn3krp	597	628	455	581	2418	472	223	802	404
Fn3k	195	278	197	194	682	183	72	255	168
Tbcd	1590	1631	1337	1567	7142	1567	725	2958	1338
Zfp750	2	2	4	4	12	2	0	3	0
B3gntl1	200	252	211	378	1822	342	200	440	235
Metrnl	130	177	162	261	693	121	119	346	161
Ptchd3	0	0	0	0	0	1	0	0	0
Rab10os	233	269	199	528	1736	423	244	516	242
Rab10	6181	6099	5291	10719	38331	8318	5747	11985	5777
Kif3c	1502	1697	1503	1591	6830	1466	934	2507	1126
1110002L01Rik	700	788	621	1332	4775	1027	724	1609	824
Asxl2	3504	3438	3223	4638	21143	4896	3174	6874	3697
Dtnb	672	802	743	1289	4795	968	523	1489	753
Dnmt3a	2352	2243	2162	2145	9558	2265	1289	3735	1958
Dnmt3aos	0	0	0	0	0	0	0	0	0
Pomc	56	88	32	104	657	112	27	178	93
Efr3b	972	998	870	1066	4960	1051	465	1724	821
Dnajc27	1546	1594	1335	2030	9976	2143	1033	3067	1698
Adcy3	14	9	15	92	369	93	10	70	17
Cenpo	401	470	343	493	2272	485	254	819	321
Ptrhd1	258	287	190	379	1395	304	181	615	301
Ncoa1	2612	2377	2232	3852	15749	3605	2797	5508	3032
Itsn2	1214	1167	1163	2067	8508	1972	1865	3184	1504
Fam228a	2	3	3	6	17	7	6	0	1
Fam228b	19	19	12	28	61	34	20	34	15
Pfn4	14	16	22	44	130	22	20	35	9
Gm6682	72	59	50	58	169	39	50	91	27
Sf3b6	1732	2049	1334	2183	7804	1910	936	3823	1776
Fkbp1b	16	24	17	20	113	14	6	12	4
BC068281	472	553	453	467	2196	525	229	800	368
Mfsd2b	20	16	9	35	72	17	7	19	15
Ubxn2a	1622	1709	1442	2476	9113	2049	1836	3390	1676
Atad2b	1031	923	923	1488	6791	1552	1064	2168	1070
Klhl29	413	405	277	573	2221	407	284	872	331
2810032G03Rik	6	25	12	24	120	27	14	38	23
1700101O22Rik	0	0	0	0	0	0	0	0	0
Apob	1	5	0	0	0	0	1	0	0
Ldah	1182	1173	954	1734	6958	1564	918	2782	1290
Gdf7	0	0	0	0	0	0	0	3	0
Hs1bp3	852	967	828	1089	4638	1083	619	2125	1012
Rhob	536	578	524	800	3083	584	200	1008	443
Slc7a15	2	0	1	0	0	0	0	0	0
Pum2	9835	9549	8287	12923	50223	11577	6264	17214	8596
Sdc1	953	1249	947	1142	5409	1150	428	2161	947
Laptm4a	7449	8597	5877	8046	33981	7495	3458	14505	6946
Matn3	0	0	0	1	1	0	0	0	0
Wdr35	1305	1329	1086	1771	7966	1638	767	2058	1090
Ttc32	127	183	109	265	922	252	91	360	172
1700022H16Rik	0	0	0	0	0	0	0	0	0
Osr1	0	0	0	0	2	0	0	0	0
Nt5c1b	0	0	0	0	0	0	0	0	0
Rdh14	511	570	396	979	2980	593	334	1025	485
Gm38407	0	0	0	0	0	0	0	1	1
7420701I03Rik	0	0	0	0	0	0	0	0	0
Kcns3	0	0	0	0	0	0	2	0	0
9530020I12Rik	0	0	0	0	4	0	0	0	0
Msgn1	0	0	0	0	0	0	0	0	0
Gen1	1186	1187	1050	1828	7729	1650	686	1722	911
Smc6	7445	7344	6689	17939	57782	12389	9999	15767	7706
Mir7675	2	0	4	4	7	1	0	5	8
Vsnl1	6	10	4	10	32	4	0	3	0
4930511A02Rik	0	0	0	0	0	0	0	0	0
Rad51ap2	0	0	0	4	10	5	1	1	1
Tubb2a-ps2	0	0	0	0	0	0	0	0	0
Fam49a	7	10	5	5	36	13	4	8	7
4921511I17Rik	5	4	7	3	12	10	0	1	3
Mycn	142	115	133	180	622	110	61	209	105
Ddx1	6101	6857	4831	12269	45769	9237	5939	13964	6609
Nbas	2069	2219	1883	3858	19269	4555	1713	6240	2862
Fam84a	4493	4857	4312	3926	14107	3599	1890	5126	2530
Gm16497	1	0	0	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0	0	0	0
Trib2	1323	1331	1201	1203	4631	1125	405	1065	586
Mir6387	0	1	2	0	7	0	0	0	0
Lpin1	2423	2920	2280	2586	11825	2599	1291	3365	1767
Ntsr2	0	0	0	0	0	0	0	0	0
Greb1	0	2	0	0	10	0	1	2	0
E2f6	891	1043	817	1162	5361	1126	568	2033	1004
Rock2	6381	5995	5395	8735	33638	7545	7391	12212	6347
Pqlc3	71	76	68	53	237	38	35	103	58
2410004P03Rik	0	0	0	1	8	0	0	0	0
Kcnf1	0	0	0	0	0	0	1	0	0
Pdia6	5354	7069	5121	28750	93812	21220	8052	24497	10808
Atp6v1c2	0	1	2	4	16	2	1	2	5
Nol10	1293	1278	981	2567	10451	2116	1283	2945	1488
Mir3066	0	0	0	1	0	0	1	0	0
Odc1	11992	11646	9140	23723	78042	14374	12163	22620	9884
Hpcal1	155	193	146	140	550	132	49	232	112
5730507C01Rik	12	8	14	17	65	10	10	22	7
1700030C10Rik	0	0	0	0	0	0	0	0	0
Asap2	1213	1192	1066	1354	6181	1181	914	1968	1017
Itgb1bp1	706	932	527	965	4396	833	524	1880	887
Cpsf3	2393	2517	2041	3463	14771	3087	1712	4313	1889
Iah1	270	372	231	522	2379	543	203	914	380
Adam17	1071	1175	940	1109	4970	1060	773	1954	843
Ywhaq	5447	6216	4616	7061	24892	5161	3764	8524	4057
2410018L13Rik	8	9	6	8	20	12	3	18	3
9030624G23Rik	19	24	18	22	83	25	4	24	19
Taf1b	726	782	539	1330	6626	1416	543	1809	819
Grhl1	251	239	216	614	2758	483	397	833	415
Klf11	315	372	315	1099	4737	1130	432	1576	734
Cys1	2	1	3	0	9	2	6	2	3
Rrm2	7166	7813	6386	9423	35718	7677	3677	12400	5894
Mboat2	763	915	735	799	3312	823	252	1063	505
Kidins220	7792	8360	7296	11327	54376	12024	7293	15422	8152
Id2	5796	6114	5579	10040	26719	6285	5052	11593	6336
Gm17746	16	9	16	49	69	30	5	28	19
Gm29687	0	0	0	0	0	0	0	0	0
4930480M12Rik	2	0	0	1	1	0	0	0	0
Rnf144a	169	199	175	201	1025	275	101	296	134
4930549C15Rik	0	0	0	0	0	0	0	0	0
Mir6538	0	0	0	0	0	0	0	0	0
Rsad2	22	19	18	46	187	46	26	76	41
Cmpk2	80	115	75	99	519	87	28	99	58
Gm20187	0	0	0	0	5	0	0	0	0
Gm9866	0	0	0	0	0	0	0	0	0
Sox11	0	1	0	0	0	0	1	1	2
Dcdc2c	0	0	0	0	0	0	0	0	0
Allc	0	0	0	0	0	0	3	0	0
Colec11	1	4	0	8	19	0	0	2	1
Rps7	5554	8252	4415	7508	37924	7873	2147	14998	6916
Rnaseh1	375	409	293	732	3145	587	368	989	509
Adi1	6507	6197	5113	7663	23905	5668	3850	11672	5756
Mir6937	1	0	0	1	0	1	0	2	0
Trappc12	883	1024	779	1092	4975	1132	575	1631	831
Tssc1	438	450	329	636	2953	539	237	894	469
Myt1l	2924	2705	2473	3200	10970	2584	1863	2977	1711
C630031E19Rik	0	0	0	0	0	0	0	0	0
Pxdn	23	37	29	23	56	16	9	32	10
Tpo	0	1	1	0	0	0	0	0	0
Sntg2	2	0	0	0	0	0	1	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0
Tmem18	949	1022	816	1341	5430	1104	638	1994	954
Fam150b	105	94	98	100	284	60	58	187	98
Acp1	1966	2399	1349	2237	10550	2189	1128	3877	1732
Sh3yl1	140	221	180	207	862	205	82	277	152
Fam110c	1	1	3	6	5	1	6	0	1
6030469F06Rik	0	0	0	0	0	0	0	0	0
Lamb1	4	10	12	15	35	9	6	6	2
Dld	5782	5942	4584	9248	34371	7958	5603	12481	6653
Slc26a3	0	0	0	0	5	1	0	0	0
Cbll1	1324	1323	1116	1766	6369	1480	1309	1848	918
Slc26a4	0	0	0	4	5	0	0	1	1
Bcap29	1040	1121	837	1717	5763	1230	725	2113	974
Dus4l	314	352	239	1098	4564	930	449	1336	649
Cog5	999	1139	859	931	5656	1170	525	1506	754
Gpr22	0	0	0	0	0	0	0	0	0
Hbp1	851	1146	756	1403	6671	1410	601	1877	876
Prkar2b	164	179	135	225	801	176	40	113	102
Pik3cg	6	7	7	0	0	3	3	0	0
Ccdc71l	366	357	295	531	1744	386	253	619	321
Nampt	5649	5746	4837	8594	28580	6406	3878	8331	4173
Gdap10	128	102	133	57	342	82	45	145	93
4933406C10Rik	11	17	12	19	68	14	6	21	5
Sypl	921	985	728	1706	7132	1554	659	2527	1259
Cdhr3	0	0	0	1	0	0	1	1	0
F730043M19Rik	3	6	4	2	6	2	3	4	4
Atxn7l1	273	316	271	450	1605	350	373	545	218
Atxn7l1os2	0	0	0	0	0	0	0	1	0
Efcab10	1	0	0	0	6	0	0	0	0
Twistnb	1149	1106	933	2626	8732	1762	1117	2196	1101
Ferd3l	0	0	0	0	0	0	0	0	0
Twist1	0	2	1	0	0	0	0	0	0
Hdac9	217	239	175	493	1799	349	240	403	177
Prps1l1	0	0	0	0	0	0	0	0	0
Snx13	3559	3732	3241	4455	17927	3855	2717	5755	2962
Ahr	0	0	0	0	9	1	0	0	0
9130015A21Rik	0	0	0	0	0	0	0	0	0
Agr3	0	0	0	0	0	0	0	0	0
Agr2	0	0	0	0	0	0	0	0	0
Tspan13	6739	6733	6002	8687	28528	6256	3376	9777	5205
Gm5434	0	0	0	1	1	2	0	3	1
Bzw2	2675	3136	2571	5305	17695	3736	2204	7041	3279
Ankmy2	1146	1248	961	2020	7781	1560	685	1801	942
Lrrc72	0	0	0	0	0	0	0	0	0
Sostdc1	0	0	0	1	4	0	0	0	0
Ispd	95	87	89	128	590	174	74	189	122
Mir3472	0	0	0	0	0	0	0	0	0
Mir5099	0	0	0	0	7	0	0	0	1
Meox2	37	95	86	52	378	87	23	97	51
Agmo	0	2	0	0	0	0	0	0	0
Dgkb	148	243	178	238	1016	269	39	115	77
4930428E07Rik	0	0	0	0	0	0	0	0	0
Etv1	22232	22551	21537	26351	101833	23191	18133	30809	15792
Arl4a	1065	1304	907	1818	6175	1505	1084	2246	1167
Scin	0	0	3	1	1	0	0	1	0
Lsmem1	7	6	6	14	81	10	1	5	0
Ifrd1	2625	2960	2160	7464	26119	5614	3401	11121	4973
Mir1938	0	0	0	0	0	2	1	5	0
Gm7008	18	14	9	26	94	17	13	28	22
Zfp277	49	65	44	252	1039	158	64	203	68
Dock4	140	142	137	151	791	185	108	236	127
Immp2l	79	94	63	100	560	138	30	145	76
Lrrn3	87	90	96	82	281	91	52	74	54
Dnajb9	1263	1277	1165	6500	21143	4616	2719	5306	2625
Mir5627	0	0	0	0	0	0	0	0	0
Gm2027	4	0	3	5	37	10	4	6	1
Pnpla8	2726	3322	2635	4342	16848	3441	2382	5710	2914
Nrcam	134	170	180	191	944	217	153	386	234
Stxbp6	59	71	47	107	353	52	41	108	32
Nova1	996	1002	891	1875	5766	1289	817	2117	878
Mir5125	0	0	0	0	0	0	0	0	0
Foxg1	0	0	0	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	1	1	10	23	3	4	4	2
Prkd1	2187	2384	2002	3775	16384	3576	1052	3277	1688
1700008C04Rik	0	0	0	0	0	0	0	0	0
G2e3	4754	5107	4139	3984	17957	4188	1614	4636	2577
Scfd1	1969	1939	1465	5130	19825	4165	1680	5167	2352
Coch	0	0	0	0	3	0	0	0	0
Strn3	3305	3414	3110	6322	22694	4750	3232	6511	3267
Ap4s1	243	271	208	385	1432	355	179	691	310
Hectd1	7272	6727	6563	8761	40555	9407	6554	14586	7450
Heatr5a	1541	1538	1288	1984	9441	2049	1161	3256	1464
Dtd2	302	404	290	376	1721	383	165	723	313
Gpr33	1	0	0	0	0	0	0	0	0
Nubpl	185	298	176	300	1315	287	36	418	184
Arhgap5	4524	4269	3961	6282	27595	6164	4567	8112	4404
1700031P21Rik	0	0	0	0	0	2	0	0	0
Akap6	162	218	190	199	996	242	102	290	149
Npas3	4	2	5	8	21	6	8	19	7
Egln3	48	76	42	35	100	36	14	60	29
1700104L18Rik	0	1	0	0	0	0	0	0	0
Gm7550	0	0	0	0	0	0	0	0	0
Sptssa	1835	2081	1643	2322	7354	1750	649	2555	1272
Mir1892	0	0	0	0	0	0	0	0	0
Eapp	991	1111	729	1857	7832	1631	919	2102	1041
Snx6	3042	3127	2411	3584	13671	3137	1581	3907	2075
Cfl2	3892	3945	3309	5596	19414	4371	2806	7416	3787
Baz1a	1608	1506	1337	3119	11306	2397	2140	3740	1720
2700097O09Rik	204	264	200	295	1511	284	83	296	169
Srp54a	9	16	3	5	82	16	8	21	11
1700047I17Rik2	0	0	0	0	0	0	0	0	0
Fam177a	0	0	0	0	0	0	0	0	0
Srp54b	5	9	6	9	94	27	3	12	5
Srp54c	0	0	0	0	0	0	0	0	0
Ppp2r3c	684	769	539	1069	4997	1007	499	1398	701
1110008L16Rik	332	387	286	406	1763	471	197	573	266
Mir1198	0	0	0	0	0	1	0	0	0
Psma6	3398	4340	2535	4398	20135	4166	1790	6355	3177
Nfkbia	301	279	176	528	2053	437	132	566	272
Aldoart2	8	7	0	3	34	13	2	22	12
Insm2	0	0	0	0	0	0	0	0	0
Ralgapa1	7316	7143	6870	8598	40683	9237	5751	13936	7451
Brms1l	1402	1525	1129	1745	7170	1487	1011	2334	1071
Gm19990	0	0	0	0	0	0	0	0	0
Mbip	344	367	294	575	2376	531	199	714	377
E030019B13Rik	0	0	0	0	0	0	0	0	0
Nkx2-1	0	0	0	0	0	0	0	0	0
C87198	0	0	0	0	0	0	0	0	0
Nkx2-9	0	0	0	0	0	0	0	0	0
Pax9	0	1	0	0	0	1	0	0	0
Slc25a21	0	0	0	0	0	0	1	0	0
Prps1l3	3051	2921	2379	3430	13462	2935	1461	4335	2129
Mipol1	183	281	186	506	2037	393	286	510	238
Foxa1	0	0	0	0	0	0	0	2	0
4921506M07Rik	0	0	0	0	0	0	0	0	0
4921518K17Rik	0	0	0	0	0	0	0	0	0
BC042761	0	0	0	0	0	0	0	0	0
Sstr1	1	0	0	0	0	0	0	0	0
Clec14a	0	0	0	0	0	0	0	0	0
Sec23a	669	748	625	1435	6429	1194	606	1720	761
Gemin2	566	759	444	1391	5879	1298	386	1511	717
Trappc6b	1406	1610	1143	2551	8810	1807	1146	2767	1386
Pnn	6727	5690	4587	11266	32604	7585	7009	8977	4441
Mia2	21	30	39	27	98	15	17	32	12
Ctage5	2009	2013	1759	4800	17958	3682	2984	6062	2846
Fbxo33	1144	1237	1070	2035	6936	1540	735	2100	1050
Gm20063	0	0	0	0	5	0	0	0	0
Lrfn5	176	190	149	174	606	169	68	209	113
Spanxn4	0	0	0	0	0	0	0	0	0
Fscb	0	0	0	0	0	0	0	0	0
Gm527	63	67	70	123	402	57	41	97	41
Klhl28	383	435	349	304	2289	507	196	706	323
Fam179b	2237	2394	1981	3187	13454	2957	1871	4862	2499
Prpf39	1876	1755	1603	3682	11758	2586	1872	3084	1809
Fkbp3	5139	6347	4098	9417	27452	5532	4155	8292	4166
Fancm	1996	2048	1821	2811	13098	2846	1680	4481	2240
Mis18bp1	2052	2057	1816	3485	11932	2404	1541	2525	1348
Wdr20rt	2	2	1	0	3	0	0	1	3
Rpl10l	0	0	0	0	0	0	0	0	0
Mdga2	29	15	23	27	119	18	28	41	21
Gm17821	0	0	0	0	5	0	0	0	0
Rps29	5684	7702	1382	1614	23579	6401	1031	12278	6605
Lrr1	321	355	289	693	3624	684	174	762	369
Rpl36al	2517	3257	1377	3154	15348	3692	1715	6263	3035
Mgat2	1393	1391	1225	3367	10123	2228	1283	3717	1700
Dnaaf2	919	1030	743	1423	5517	1009	568	1665	698
9330151L19Rik	274	275	220	302	969	205	84	221	107
Pole2	440	512	405	914	3315	705	318	1083	514
Klhdc1	187	210	180	567	2111	434	211	592	282
Klhdc2	2654	3105	2613	5357	19759	4045	2092	6733	3219
Nemf	3142	3326	2860	6865	18777	4123	4252	5740	2827
Arf6	4479	4321	3689	7023	23475	4885	3793	8537	3758
5830428M24Rik	0	0	0	2	7	1	0	0	0
Vcpkmt	542	587	517	1499	5250	1033	379	1237	631
Sos2	2429	2438	2317	4327	16429	3809	2982	5493	2513
L2hgdh	1078	1297	931	1317	5614	1219	604	2138	1086
Atp5s	229	266	193	339	1578	311	113	477	244
Cdkl1	9	8	8	9	74	19	3	16	3
Mir681	0	0	0	0	0	0	0	0	0
4930512B01Rik	1	0	0	0	2	1	0	0	0
Map4k5	1497	1485	1490	2760	10703	2310	1495	2907	1494
4931403G20Rik	0	0	0	0	0	2	0	0	0
Atl1	270	405	302	381	1619	331	134	345	177
Gm3086	1	0	0	5	11	5	0	1	0
Sav1	1399	1524	1471	1867	6480	1375	1298	2571	1292
Nin	4125	3837	3606	5125	18854	4509	4570	7751	4169
Abhd12b	0	0	0	0	0	0	0	0	0
Pygl	2	5	1	4	8	3	0	2	1
F730035M05Rik	0	0	0	0	0	0	0	0	1
Trim9	162	189	216	231	1401	293	115	337	166
Mir466o	0	0	0	0	0	0	0	0	0
Tmx1	3821	3722	3071	5312	17335	3870	2254	6053	3123
Frmd6	232	236	199	282	1082	251	115	399	192
Actr10	2293	2577	1945	3486	14661	2963	1270	4481	2163
Psma3	3123	3967	2341	4381	19746	4217	1742	6154	3084
3110056K07Rik	168	198	106	210	717	169	104	263	145
Arid4a	1460	1478	1235	2786	9152	2009	1650	2178	1122
Tomm20l	0	0	0	0	0	1	0	1	0
Timm9	1088	1457	961	2045	8082	1950	701	2686	1439
2700049A03Rik	1951	2110	1800	2550	10808	2139	1284	2776	1506
Dact1	120	141	125	175	809	144	55	204	109
4930404H11Rik	0	0	0	0	0	0	0	0	0
Daam1	1874	1858	1525	2422	10772	2442	1680	3454	1985
Gpr135	5	2	2	4	42	7	1	7	0
L3hypdh	26	32	20	23	83	14	3	38	4
Jkamp	729	907	637	957	3645	704	392	1380	565
Ccdc175	0	2	0	0	4	3	0	0	1
Rtn1	10	5	5	12	98	8	12	23	20
Lrrc9	31	28	25	26	232	44	37	48	43
Pcnxl4	1311	1541	1071	1435	6280	1403	576	2121	1097
Dhrs7	1473	1824	1265	2778	9778	2292	1232	4682	2109
Ppm1a	2439	2540	2202	5491	19710	4434	2618	7353	3297
4930447C04Rik	0	0	0	0	0	0	0	0	0
Six6	0	0	0	0	0	0	0	2	0
Six1	55	67	28	67	156	47	33	80	37
Six4	704	771	588	996	4096	925	437	1094	568
Mnat1	756	867	600	1457	5885	1200	574	1363	690
Trmt5	478	482	420	623	2621	571	295	872	502
Slc38a6	132	145	108	192	809	168	44	235	117
D830013O20Rik	0	1	0	0	0	0	0	2	0
Tmem30b	0	0	0	0	0	0	0	0	0
2210039B01Rik	0	0	0	0	0	0	0	3	0
Prkch	0	0	0	1	8	0	0	0	0
Hif1a	5989	5515	4931	8303	30059	6722	5713	9441	4814
Snapc1	828	968	643	1315	5418	1073	517	1569	790
Syt16	1	1	4	5	8	0	1	3	0
1700086L19Rik	544	549	403	476	1758	424	143	589	277
Dbpht2	641	620	492	582	1870	357	181	464	214
Kcnh5	6	4	10	7	48	15	2	31	10
Rhoj	0	0	0	0	1	0	0	0	0
Gphb5	0	0	0	0	0	0	0	0	0
Ppp2r5e	3285	3190	2747	4611	18817	3956	2442	5591	2802
Wdr89	192	283	169	324	1277	301	104	417	203
Rplp2-ps1	0	0	0	0	0	0	0	0	0
Sgpp1	1276	1357	1333	2358	7539	1659	1119	2533	1159
Syne2	7774	7375	8485	7313	37430	9782	5828	13318	8357
Mir5101	0	0	0	0	0	0	0	0	1
Esr2	0	0	0	0	0	0	0	0	0
Tex21	0	1	0	0	0	0	0	0	0
Mthfd1	5139	5291	4473	6642	27033	5767	2712	7769	3837
Akap5	72	62	62	165	479	134	77	111	43
Zbtb25	324	367	302	655	2644	550	212	686	300
Zbtb1	746	698	595	1431	5349	1126	713	1816	891
Hspa2	948	1106	847	522	1762	455	376	937	407
Ppp1r36	0	0	0	0	1	0	0	0	0
Gm10451	124	180	118	80	468	151	50	278	130
Mir5135	1	0	0	0	0	3	0	3	0
Plekhg3	1528	1740	1641	2051	8592	1862	1313	3477	1622
AI463170	0	0	0	0	0	0	0	0	0
Sptb	2193	2339	2129	2033	9386	2007	1276	3010	1338
Churc1	762	1098	520	674	4997	1109	161	1803	857
Gpx2	3	2	1	0	6	1	0	0	1
Rab15	1	3	1	3	0	2	0	0	2
Fntb	591	660	542	886	4088	866	374	1355	598
Max	2607	2418	1841	3820	16890	3644	2420	5018	2370
Fut8	658	727	731	845	3278	727	529	1397	677
Gphn	1037	1073	1020	1549	6056	1205	639	1604	793
Fam71d	0	0	2	3	4	2	0	2	3
Mpp5	1108	1214	1021	1920	8284	1575	792	1605	833
Atp6v1d	3555	3551	2742	5487	16600	3765	3680	7083	3377
Eif2s1	4093	4505	3269	8097	31083	6537	3476	8316	4284
Plek2	4	5	3	3	48	7	1	12	1
Tmem229b	115	102	122	107	417	100	47	171	79
Plekhh1	332	351	350	514	2610	509	166	518	241
Pigh	192	208	171	377	1181	246	119	401	177
9230116L04Rik	3	1	4	1	2	0	3	1	1
Arg2	7	5	2	20	41	6	1	12	5
Vti1b	868	1034	810	1245	4440	1064	554	1895	1012
Rdh11	1478	1654	1269	1521	6887	1610	719	2661	1365
Rdh12	57	67	39	100	392	83	44	111	29
Zfyve26	880	867	907	917	4588	1044	783	2471	1232
Rad51b	114	155	105	266	1068	228	33	210	85
9430078K24Rik	0	0	0	0	0	0	0	0	0
Zfp36l1	3	3	4	15	42	6	4	11	1
2310015A10Rik	303	281	248	347	1254	283	143	415	230
Actn1	1272	1243	1071	1358	5524	1118	1019	2754	1283
Dcaf5	1936	2363	1862	3064	13615	2784	1429	3932	1727
Mir1843a	0	0	0	0	0	0	0	0	0
Scarna3b	0	0	0	0	0	1	0	1	0
Exd2	653	839	621	981	4477	959	403	1543	670
