Geneid	KRS7_37_PCCL3_1_DMSO	KRS7_40_PCCL3_2_DMSO	KRS7_43_PCCL3_3_DMSO	KRS7_38_PCCL3_1_Tg6h	KRS7_41_PCCL3_2_Tg6h	KRS7_44_PCCL3_3_Tg6h	KRS7_39_PCCL3_1_Tg24h	KRS7_42_PCCL3_2_Tg24h	KRS7_45_PCCL3_3_Tg24h
Retnlb	0	0	0	0	0	0	0	0	0
Iqcf3	0	0	0	0	0	0	0	0	0
Fra10ac1	375	337	362	174	329	204	383	513	466
Cpsf7	2546	2156	2733	2464	1499	3377	1745	1582	2738
Mirlet7a1	0	0	0	0	0	0	0	2	0
Mir455	0	0	0	0	0	0	0	0	0
Usp32	5762	5210	7006	7676	6392	9911	7806	7478	10628
Neto1	0	0	0	0	0	0	0	0	0
Vom2r70	0	0	0	0	0	0	0	0	0
Vom2r72	0	0	0	0	0	0	0	0	0
Vom2r69	0	0	0	0	0	0	0	0	0
Vom2r68	0	0	0	0	0	0	0	0	0
Vom2r67	0	0	0	0	0	0	0	0	0
Tagap	0	0	0	0	0	0	0	0	0
Arhgef25	1235	852	674	787	331	416	899	412	730
Man2b1	7418	6186	6317	5067	4816	5142	3364	3294	4522
Vom2r73	0	0	0	0	0	0	0	0	0
Cst6	0	0	0	0	0	0	0	0	0
Pcsk4	268	224	156	190	59	147	211	96	225
Pik3ca	2543	2254	2373	2646	2015	2549	2718	2172	2874
Nat8b	0	0	0	0	0	0	1	1	1
Atp5g2	6221	3019	5586	4041	625	2307	4098	856	5471
Tesk2	313	373	276	381	252	384	371	282	337
Mrpl17	2505	1755	2430	2292	1162	1694	3078	1864	3346
Csf2rb	0	0	0	0	0	0	0	0	0
Slc17a1	0	0	0	0	0	0	0	0	0
Pla2g4a	4127	3940	5793	3323	4414	4345	2183	2968	2910
Fcer2	0	0	0	8	3	1	0	0	0
Nap1l3	543	441	457	255	215	230	342	267	388
Rbm14	954	1097	728	950	334	1009	833	484	722
Rab3c	0	0	0	0	0	0	0	0	0
Cbwd1	746	563	639	642	456	398	876	738	816
Ube2d4	0	0	2	4	0	4	3	5	3
C1ql2	0	0	0	0	0	0	0	0	0
LOC689600	0	0	0	0	0	0	0	0	0
Dnajc15	0	0	0	0	0	0	0	0	0
Dok2	34	23	14	8	2	13	17	7	29
Pink1	592	429	393	260	136	254	436	353	441
Wdr83os	1926	1096	1635	1109	217	799	1628	488	1797
Brdt	2	0	2	0	0	0	0	0	0
Asnsd1	2598	2333	3052	4212	2496	3936	3217	2386	3739
Brf1	1234	1184	863	735	491	756	777	719	800
Exoc3l4	50	54	59	171	39	85	157	107	219
Nudt14	462	251	250	226	26	96	253	65	238
Cinp	930	776	1247	1167	613	1109	1464	1007	1523
Tbx22	0	0	0	0	0	0	0	0	0
Dnajb4	2058	1731	1652	3218	2762	2446	1864	2098	1769
Pudp	0	0	0	0	0	0	0	0	0
Abcg3l2	23	24	18	13	10	15	18	11	11
Abcg3	447	380	340	371	325	232	359	269	342
Asic2	40	11	25	28	24	15	0	1	2
Tcof1	1849	2282	2206	2644	2389	3473	2058	2359	2374
Pomt2	878	761	915	569	360	701	761	660	973
Pkd2	3355	2831	4337	7952	5285	8646	5080	4353	4924
Sprtn	655	480	603	830	357	994	524	302	527
C1qtnf12	10469	6611	3802	2067	377	713	184	46	209
Sema3f	1769	1319	1121	541	302	495	1320	679	1212
Psmb7	2842	2008	2875	3198	2011	1830	2603	2387	2890
Dspp	0	0	0	0	0	0	0	0	0
Rbms1	4530	4167	4365	4372	4567	5131	2824	3278	2667
Klhl8	392	213	261	185	82	173	356	251	356
Pdss2	563	477	430	230	154	189	434	262	363
Atg5	1077	1135	1079	1488	750	1187	1342	996	1425
Il13	0	0	0	0	0	0	0	0	0
Rgs14	34	32	29	8	11	5	33	7	29
Ifngr1	1650	1305	1348	2006	1071	1363	1580	1044	1570
Mpp3	397	199	141	77	17	17	138	40	69
Serpini1	202	243	223	135	185	115	97	130	287
Zp3	0	0	0	0	0	0	0	0	0
Trafd1	3174	2097	2341	2814	1082	2244	2784	1376	3255
Timp1	2	0	1	13	0	2	4	0	4
Ebf1	1131	951	895	2236	2550	1951	2546	4250	4098
Dars	5800	4733	5190	5720	4021	4408	5701	4667	7125
Atp6v0a2	747	733	705	1504	635	1524	1032	733	1012
Usp2	328	342	200	362	361	312	286	220	345
Tjp2	9268	7765	7804	14483	8630	12423	6261	5235	7109
Pkia	0	0	0	0	0	0	0	0	0
Prl2a1	0	0	0	0	0	0	0	0	0
Uox	0	0	1	0	0	0	1	0	1
Mprip	11008	8594	8232	10209	6236	8835	7015	4860	7331
Itga6	20707	18610	14539	9506	7120	7398	9339	8931	7902
Plce1	1038	786	705	865	615	586	513	463	597
Kcnk4	1	0	1	0	0	0	2	0	3
F11r	1816	1291	1182	1265	723	843	1222	720	1028
Cdc42bpa	17	8	0	28	0	1	36	4	4
Clec4f	27	9	3	3	2	0	2	1	1
Six1	422	414	348	836	633	655	627	440	631
Lim2	0	0	0	0	0	0	0	0	0
Akr1b7	0	0	0	0	0	0	0	0	0
Pi4k2a	909	863	777	1319	671	1398	1248	985	1224
Bcl2l10	2	2	2	2	0	4	7	3	2
Stag3	533	380	448	116	119	105	164	82	123
Gk2	0	0	0	0	0	0	0	0	0
Derl1	2788	2245	3800	5143	1545	6689	5714	2289	7345
Anxa3	0	0	0	0	0	0	0	0	0
Cenpf	8625	13876	5910	6303	15980	5030	968	1082	4684
Myl9	11	3	18	39	9	16	1	0	0
Piezo1	5757	5080	5736	6333	2818	5985	7239	4186	6580
Bola1	287	190	250	135	38	110	224	70	262
Ubl5	1936	890	1420	1504	309	424	2013	651	1865
Ino80b	0	0	0	0	0	0	0	0	0
RGD1561226	0	0	0	0	0	0	0	0	0
Angpt4	1678	1055	641	389	208	227	90	53	74
LOC500077	365	272	243	150	117	71	386	126	277
Iqca1l	2	1	0	3	1	0	0	1	0
Chst9	0	0	0	0	0	0	0	0	0
Acin1	5215	4443	5572	5433	4744	6210	3747	4094	5106
Cidea	0	0	0	1	0	0	3	0	0
Hmgb2	2591	2153	1158	1687	2290	645	334	237	688
Gcm1	0	2	0	0	0	0	0	0	0
Phlda1	1968	1589	3733	4073	3737	6283	7240	7932	7574
Bmp2	1026	867	711	3080	2159	3389	769	682	1067
Tnni1	3	0	0	0	0	0	0	0	1
Cxcr2	0	0	0	0	0	0	0	0	1
Pkn1	2679	2339	2942	3300	970	3800	3015	1627	3968
Fah	14	15	5	33	9	32	33	18	23
Uncx	0	0	0	0	0	0	0	0	0
Chkb	632	519	650	813	324	872	616	367	907
Thap6	429	367	372	326	262	314	413	278	445
Mzb1	2	1	1	0	0	0	3	0	1
Fat2	120	150	33	6	3	5	5	4	5
Lst1	0	0	0	0	0	0	0	0	0
Galp	16	8	18	15	8	5	1	0	1
Slit2	3709	2546	3420	1324	913	1219	2298	1769	2105
Wnt5a	3086	3021	3719	2321	1657	3078	5045	4049	3830
Tmprss11d	0	0	0	0	0	0	0	0	0
Tgm4	0	2	0	0	0	0	0	3	0
Tdo2	0	0	0	0	0	0	0	0	0
Dhcr7	321	600	117	338	159	215	395	274	533
Ppp1r1a	0	0	0	0	0	0	0	0	0
Qdpr	735	781	610	829	389	631	1505	804	1159
Stat5b	3122	2844	1911	1684	1171	1613	1744	1414	2043
Slc22a23	130	86	152	71	44	99	363	258	294
Fzd4	758	755	501	544	345	373	368	256	359
Mecp2	536	501	581	704	485	845	533	462	597
Rps14	11584	5177	14232	12805	1851	5610	14444	2902	17196
Chrna10	1	0	0	0	0	1	3	0	0
Nphs1	6	6	9	0	1	5	0	6	5
LOC498339	0	1	0	0	0	0	0	0	0
Zbtb42	244	237	150	167	58	156	292	169	200
Flrt3	31	27	91	4	6	44	9	36	37
Ufl1	1674	1424	1687	4797	3512	4221	3437	3269	3978
Akap10	1097	965	1293	1102	857	1243	1295	1115	1667
Jmjd7	87	65	84	67	21	87	212	109	282
Tsr2	546	357	398	361	298	238	404	462	343
Hist2h4	8	9	12	20	6	8	11	7	8
Mettl5	838	762	656	824	826	456	691	796	893
Rn5-8s	1	26	0	12	4	43	1	24	5
Zfp275	1380	1593	1323	1307	681	939	1247	798	1363
Pnma3	0	0	0	0	0	0	0	0	0
Lix1	313	144	218	56	5	36	79	9	20
Ciz1	1446	1302	1593	1418	1746	2098	1788	2254	2641
Grpcb	0	0	0	0	0	0	0	0	0
Pcnp	2269	1817	1955	3012	2481	2181	2384	2309	2305
Fdcsp	0	0	0	0	0	0	0	0	0
Med4	401	317	295	304	306	240	284	272	302
Dzip1-ps1	0	0	0	0	0	0	0	0	0
Mog	0	0	0	0	0	0	0	0	0
Aldh1l1	5	0	0	2	0	1	2	2	4
Cox6a1	4573	2766	4544	4277	1309	2585	4527	1811	5433
St8sia1	0	0	0	0	0	0	0	0	0
Kif20b	2099	3690	1288	1795	4085	1189	264	331	1082
Fam53b	2341	2036	2237	1250	704	1079	1740	1144	2272
Ugt2a3	0	0	0	0	0	0	0	0	0
Ghrl	0	1	0	0	2	0	0	0	0
Ugt2b	0	0	0	0	0	0	0	0	0
Lrrc2	0	0	0	0	0	0	0	0	0
Mbl2	0	0	0	0	0	0	0	0	0
Rpl30	8917	3314	10262	8672	2253	3108	10628	3340	11553
Pde1b	2	5	0	0	2	0	2	0	1
Dcn	0	0	0	0	4	0	0	0	0
Ddt	1378	766	975	1092	253	492	1543	414	1827
Dctn1	4915	4720	4458	3118	2512	4388	4848	4248	5613
Tmprss11c	0	0	0	0	0	0	0	0	0
Trhde	0	0	0	0	0	0	2	0	0
Kif23	1597	2280	794	1290	1897	648	187	188	507
Larp6	0	0	0	0	0	0	0	0	0
Sema7a	153	131	63	100	43	61	100	55	48
Odf3l1	2	2	0	0	0	2	0	0	0
Hmg20a	1051	804	1060	820	670	742	999	905	1009
Peak1	1162	935	960	2138	2135	2813	1577	1732	1542
Rab39a	0	0	0	0	0	0	0	0	0
Npat	921	1108	958	1189	1363	1496	840	933	1025
Nploc4	3857	3678	3654	5757	2765	5695	5614	4007	5508
Phkg2	1977	1486	1833	1730	899	1482	1757	965	2237
Adgrl3	901	531	762	365	300	443	257	173	188
Znhit6	880	655	1240	979	621	766	1032	1164	1066
Tdrd1	21	12	10	1	4	1	2	6	5
Slamf1	1	0	0	7	10	6	38	107	23
Arhgap30	0	0	0	0	2	0	0	0	0
Themis2	14	17	6	2	4	7	18	5	12
Txndc5	5171	4268	4022	7822	2917	7643	9528	4846	8295
Hsh2d	72	67	38	53	20	21	168	75	165
Jade3	912	826	672	1945	1440	1627	712	640	977
Nelfcd	1146	943	785	562	267	465	716	340	856
Ddx55	1007	738	1240	923	835	1210	1014	1003	1426
Tssk4	6	11	1	4	0	2	0	3	2
Mycbp	1138	1466	912	908	860	701	1100	1268	992
Snrpa1	1117	1015	891	1471	1125	773	1119	811	989
Slx4ip	167	156	82	79	42	56	124	78	125
Galnt11	796	536	525	459	216	399	503	292	570
Eya4	0	0	0	0	0	0	0	0	0
Ifnar1	4311	3362	3268	4108	2778	2934	4900	3620	4825
Klk1c3	0	0	0	0	0	0	0	0	0
Hist1h2ba	0	0	0	0	0	2	0	0	0
Rtn4ip1	806	658	786	349	223	439	820	465	860
Tulp1	178	159	160	199	88	181	159	133	213
Sim1	0	1	0	8	2	2	0	3	1
Prdm1	7	8	7	30	31	35	15	12	21
Polr3f	925	770	975	1062	614	1117	1012	839	1267
Adamts14	0	0	0	4	2	3	0	0	0
Fshr	0	0	0	0	0	0	0	0	0
Sec61a1	7601	7341	7539	22405	8823	23419	20011	11713	20653
Pcsk9	4	1	0	6	1	0	0	0	0
Slc35b1	3153	2461	3561	6951	2416	6829	8599	4262	9251
Hp1bp3	4984	4771	4129	3235	3162	3568	4382	3607	5332
Washc2c	5901	5141	6843	5060	5529	6371	7507	9669	10260
Ift81	866	767	603	544	812	349	577	787	645
Fam178b	2	3	0	1	0	0	0	0	1
Galnt9	0	0	0	0	0	0	0	0	0
RGD1565685	830	679	571	438	494	415	572	558	694
Traf7	2731	2269	2964	3145	1271	3595	3739	1965	3907
Cyth4	127	145	89	42	32	25	53	53	93
Lsr	2414	2173	1695	3923	1609	2837	2117	1310	1889
Fat1	18041	18323	18963	13982	11382	12808	15839	14404	15204
Clic4	5240	4322	5275	8320	5965	9261	5122	4448	5573
Wfs1	4750	4398	4022	6402	3776	9182	5688	4448	7331
Gabra2	0	0	0	0	0	0	0	0	0
LOC360933	0	0	0	0	0	0	0	0	0
LOC367830	0	0	0	0	0	0	0	0	0
Lrrc42	2509	1948	2159	2102	669	1444	1669	690	1556
Trmo	197	166	158	97	80	112	176	147	184
Tgds	466	375	470	395	299	453	432	283	575
Nrap	1425	1033	1044	10707	10910	11027	972	800	1812
Tgs1	1038	865	1159	748	840	1081	1004	970	1338
Klf12	0	0	0	0	0	0	0	0	0
Fndc3a	1810	1588	1744	2456	2097	2485	3150	3421	3288
Nat10	1409	1303	1862	1156	744	1417	1305	1117	1806
Daam1	1115	1135	1220	1439	1372	1251	1159	1424	1404
Lrrc4c	0	0	0	0	0	0	0	0	0
Svil	16	7	7	112	165	68	33	26	74
Ndufa6	808	378	781	607	289	249	870	440	997
Cenpm	344	466	224	268	147	117	139	42	203
Recql4	593	645	268	322	268	263	167	103	317
Adsl	2074	1762	2283	1620	863	1631	2190	1563	2689
Fam83f	0	4	4	4	0	0	1	0	1
Vps28	514	383	458	451	255	314	834	497	742
Gtse1	947	1416	838	830	655	761	153	84	568
Tlr6	84	41	64	55	59	46	93	40	88
Tlr1	8	11	3	3	8	2	0	1	3
Tlr10	0	0	0	0	0	0	0	0	0
Mir3597-2	0	0	0	0	0	0	0	0	0
Cd302	128	105	70	75	17	25	55	25	37
Gjc2	9	1	0	1	0	4	2	0	5
Esf1	2471	2233	2873	3240	4720	3060	2545	4419	2981
Hmga1	241	271	166	132	72	130	207	179	214
Pomc	0	0	0	0	0	0	0	0	0
Mir3584	0	0	0	0	0	0	0	0	0
Mir3596c	0	0	0	0	0	0	0	0	0
Mir3585	0	0	0	0	0	0	0	0	0
LOC691995	0	1	0	1	2	0	3	0	0
Kifc3	705	579	573	659	227	602	606	352	630
Parp9	1558	1175	1091	1162	702	533	1241	986	1079
Svs3b	0	0	0	0	0	0	0	0	0
Irx6	0	0	0	0	0	0	0	0	0
Mcu	755	645	736	762	497	733	913	736	1015
Itpripl2	269	312	264	358	121	455	553	276	525
Tspan15	376	296	246	125	31	111	162	64	145
Apoc1	1	0	1	0	0	0	0	0	0
Nr2e1	0	0	0	0	0	0	0	0	0
Tab1	615	507	510	410	161	407	379	178	516
Dstn	7465	5117	8896	30166	19295	18722	8464	7007	9614
Pnisr	2303	1966	2303	1451	2335	1834	1742	2581	2158
Ndufb7	968	606	911	770	234	429	984	330	1084
Gba3	0	0	0	0	0	0	0	0	0
Msln	82	49	80	59	19	49	35	19	37
Foxm1	1392	1835	573	763	944	638	119	144	392
Psmb4	4044	2845	4809	5674	1176	3888	5665	1641	7713
Nr1h3	25	5	2	0	4	3	7	1	3
Mir99b	2	0	0	4	6	3	5	0	2
Mcur1	506	530	485	387	386	594	418	368	560
Mmp27	0	0	0	0	0	0	0	0	0
Acpt	40	36	32	16	7	22	37	11	32
Klk8	0	0	0	0	0	0	0	0	0
Aif1l	9078	6280	6696	9605	4930	6976	1671	1059	1376
Samd4b	1937	2111	1877	3058	2179	3672	2764	2657	2329
Supt5h	6772	5629	5993	7639	6303	7314	7795	8000	8539
Crhr2	5	3	0	2	0	0	0	0	1
Apex2l1	0	0	0	0	0	0	0	0	0
Smim29	71	60	95	63	8	46	121	30	177
Ppp1r13b	552	453	381	333	238	280	347	309	339
Gpr157	262	278	144	213	92	164	177	64	141
Diexf	2242	2111	2855	2126	1575	2659	2591	2208	2959
Inpp5k	1012	742	626	538	460	434	1146	1192	1299
Fyttd1	8263	7541	7329	16421	12114	13641	8178	6438	8433
Spag4	0	0	0	1	2	0	3	0	2
Hcls1	0	5	0	6	4	0	0	2	0
Rtp3	16	13	15	49	66	29	52	68	60
Fam212a	8	8	5	4	0	4	10	8	1
Rbm6	2249	1952	2334	2449	2948	2456	2132	2840	2287
Anapc10	493	424	441	604	559	444	508	575	482
Gab1	1733	1306	1137	1226	861	925	1293	992	1141
Ska3	431	708	205	442	497	253	32	41	163
Nek11	53	46	33	34	24	18	47	25	28
Tigd5	43	49	51	13	5	35	21	12	44
RGD1559804	0	0	0	0	0	0	0	0	0
Rbmx2	413	405	311	252	529	191	236	410	366
Cr1l	2621	2154	2157	2418	2197	1818	2918	2777	3192
Spcs3	1575	1489	2075	3839	2216	3581	3942	2783	4490
Ppp1r16b	0	0	0	0	6	0	0	0	0
Mark4	1292	1251	1104	2265	1029	2319	1523	1278	1626
Bloc1s4	180	111	195	237	155	164	239	147	271
Blnk	801	420	864	615	372	538	606	756	1301
Dnah1	330	273	220	116	107	110	238	179	250
Slc25a46	761	750	789	912	638	667	881	711	981
Sorcs2	1537	802	700	702	216	328	568	250	363
Psapl1	27	29	18	1	0	0	0	0	1
Wnt2b	0	0	0	0	0	0	0	0	0
Synpo2	2	3	2	1	0	2	1	4	6
Gpsm2	807	961	523	529	600	455	277	201	541
Kif9	44	34	23	20	9	29	73	67	41
Nup210l	1	5	0	1	8	0	7	5	4
Tmem42	168	171	214	90	29	102	244	134	234
Gpd1l	2493	2422	1316	1151	570	874	1234	957	1284
Pcbp4	2051	1699	1454	1566	423	1459	1779	762	1639
Adra2c	2	0	2	1	0	0	0	0	0
Gjc1	3	2	0	0	0	0	0	0	0
Lemd2	580	391	485	561	353	500	714	481	898
Gp1ba	0	0	0	0	0	0	0	0	0
Spem1	3	6	0	4	0	1	12	1	0
Terb2	0	0	0	0	0	0	0	0	0
LOC691931	252	264	217	816	307	524	403	346	356
Mrpl57	338	228	407	176	34	105	477	156	481
Tmem107	279	150	241	135	41	78	349	98	298
Abracl	1666	1308	1528	1431	913	928	783	596	689
Spata5l1	294	245	231	222	115	263	244	150	241
LOC691670	0	0	0	0	0	0	0	0	0
Abcf1	4946	4266	6063	6239	6205	6799	5875	7147	8317
Snapc5	628	456	596	364	310	365	427	306	478
Zfp867	410	269	246	269	210	177	153	117	229
LOC691352	0	0	0	0	0	0	0	0	0
Lrrc39	0	0	2	2	0	2	0	1	1
Tmem202	2	3	0	3	0	1	2	4	0
RGD1565323	0	0	0	0	0	3	0	0	0
LOC691286	0	0	0	0	0	0	0	0	0
Asb17	0	0	0	0	0	0	0	0	0
LOC691162	0	0	0	0	0	0	0	0	0
Gstt4	0	0	0	0	0	0	0	0	0
Krtcap3	0	0	1	1	1	2	7	0	1
Ccdc94	793	583	792	443	363	532	553	506	858
Capza1	6150	5222	5616	6539	3875	5351	6104	4488	6184
LOC691141	0	0	0	0	0	0	2	0	0
Tex19.2	0	0	0	0	4	0	0	0	0
Tpgs1	266	195	251	225	45	207	245	53	227
Tm4sf20	0	0	0	0	1	0	0	0	0
Pramef27	0	1	0	0	3	0	0	0	0
Fam219a	518	362	516	1412	452	1257	1144	488	1064
Gys1	3394	2875	3774	4529	2399	4515	5217	3472	5386
Ankrd49	739	593	715	431	425	484	697	674	810
Zfp955a	236	230	207	137	185	93	150	202	166
RGD1561552	0	0	0	0	0	0	0	0	0
Sem1	1849	755	1547	1786	946	439	1475	979	1714
Nop10	1064	776	691	566	310	221	1324	726	1164
Wdr91	1493	1237	1229	800	624	770	1575	1395	2803
Stambpl1	0	0	0	0	0	0	0	0	0
Uvssa	455	299	253	242	167	190	315	278	326
Ap3s1	917	926	963	1121	1300	1120	1202	1308	1070
Ckb	0	0	0	0	0	0	0	0	0
Prl3b1	0	0	0	0	0	0	0	0	0
Cryaa	0	0	3	1	0	0	0	0	1
Ckm	53	26	42	35	6	40	1	0	1
Ctrb1	1	0	0	2	0	1	6	0	0
Cebpa	389	545	293	152	51	176	334	147	383
Comt	3244	2565	3886	2751	1490	2812	3215	2118	4456
Chrnb1	165	130	215	118	72	177	228	185	248
Chgb	1	1	0	0	0	1	1	0	2
Slc9a1	1820	1730	1146	1438	816	1189	1599	1213	1492
Cbs	251	201	79	37	15	9	19	19	22
Mboat7l1	0	0	0	0	0	0	0	0	0
Calm3	2173	1970	1188	930	599	672	1552	1246	1300
Cacna1c	7	0	0	0	0	0	0	3	0
Kirrel	3030	2631	2702	1929	914	1921	2540	1432	2515
Nudt2	707	496	497	405	153	210	504	273	506
Sh2d2a	0	0	0	3	0	0	1	2	17
Shank2	0	0	0	0	0	0	0	0	0
Chst7	0	0	0	0	0	0	0	0	0
Fcgr3a	0	0	0	2	0	0	0	1	0
St3gal6	19	14	47	28	26	38	11	10	13
Rtn2	39	14	24	7	6	13	6	8	8
Mir676	0	0	0	0	0	0	0	0	0
Morc2	1694	1455	1768	1423	907	1703	1770	1496	1897
Adgrg5	0	1	1	0	0	0	0	0	0
Cpa3	0	0	0	0	0	0	0	0	0
Nxph4	721	633	386	264	90	145	327	140	244
Slc3a2	7859	6866	12456	14170	6016	15515	11709	7171	13968
Btg3	1797	1862	2180	4608	3622	3591	2597	2253	3050
Vom2r54	0	0	0	0	0	0	0	0	0
Vom2r24	0	0	0	0	0	0	0	0	0
Fbxl15	248	245	276	372	75	322	324	66	350
Loxl4	627	413	1692	4629	2291	5110	1557	1164	2573
Pgap3	210	160	234	134	60	179	156	64	188
Fam96b	431	259	351	710	277	360	684	382	665
B3galnt2	660	564	672	798	385	639	782	513	710
Camsap3	11	9	2	3	2	1	3	0	8
Tlr11	0	0	0	0	0	0	0	0	0
Polr2l	16	0	6	9	8	0	8	1	3
Sgk1	710	725	686	986	786	747	720	1134	788
Tas2r116	0	0	0	0	0	0	0	0	0
Vom1r99	0	0	0	0	0	0	0	0	0
Macc1	2	0	0	0	0	0	0	0	0
Rab11fip1	4066	2937	2989	4166	2611	3890	2853	1957	3016
Jakmip3	0	0	0	0	0	0	0	0	0
Fau	4827	2209	5332	4924	1791	2129	6158	2510	6919
Nme6	191	149	183	132	45	112	268	109	299
Stk26	0	0	0	0	0	0	0	0	0
Rasl10a	72	54	32	11	2	9	42	26	39
LOC363337	4	7	11	1	5	4	2	11	2
Cenpq	320	459	157	220	465	124	43	56	172
Rnf41	1661	1359	1365	1685	869	1822	1740	1333	2111
Cpsf3	1991	1684	1785	1366	882	1214	1920	1461	1979
Cyp4v3	0	0	0	0	0	0	0	0	0
Stt3a	7947	6218	8338	15810	9428	14873	16737	11783	21670
Nat9	617	377	545	832	328	531	1174	638	1162
Fam151b	39	36	88	26	21	23	70	50	91
Zmat4	5	12	19	3	0	2	0	0	1
Lrrtm4	0	1	0	0	0	0	0	0	0
Agpat5	829	985	1777	781	578	1261	1134	875	1998
Oc90	0	1	0	0	0	0	0	0	0
Trim41	1519	1050	1506	1869	736	1575	1949	1003	2192
Wdr63	0	0	0	0	0	0	0	0	0
Pnkd	1236	1020	976	737	253	486	809	429	862
Ttc9	3988	3656	3588	4031	1972	3524	1924	1469	1244
Lgalsl	885	620	729	1275	648	601	1235	709	1120
Sgsm1	1	0	0	0	0	0	0	0	0
Camk2b	30	13	26	52	38	30	25	25	26
Cndp2	1632	1361	1421	2182	1070	1710	1654	1199	1696
Sipa1l2	192	119	120	16	8	18	11	6	35
Ly49si3	0	0	0	0	0	0	0	0	0
Lrrfip1	4853	4786	4457	12362	17789	13533	5641	9351	6191
Ch25h	0	0	2	2	0	0	0	0	0
RGD1305207	0	1	1	0	0	1	0	0	0
Cep83	721	718	785	811	1709	867	627	1124	777
Mterf2	0	1	0	0	1	3	2	3	0
Sypl1	5220	3931	5105	5925	3102	4667	5437	3236	5164
Dguok	239	141	219	89	51	94	206	82	193
Zfp282	881	706	788	886	590	928	722	652	808
Arid5a	553	632	407	721	519	955	772	710	509
Arsa	682	515	646	459	146	549	872	397	1086
Pdhx	1274	1252	1081	1109	691	1032	1173	887	1277
Plekhh3	1109	978	640	1552	743	1391	750	419	794
Ppa2	814	535	570	372	174	216	427	232	469
Slc45a3	113	109	74	99	31	26	59	18	64
Taf7l	0	0	1	0	0	1	0	1	1
Rft1	681	476	485	333	178	297	579	341	636
Igfbp3	984	1008	1505	1498	1301	2030	2983	4431	5744
LOC100911576	25	5	22	16	25	12	23	24	25
Trappc1	1005	589	765	448	235	264	685	353	787
Dlx1	63	83	44	24	15	19	33	14	43
Stk38l	941	781	887	1579	1179	1102	1235	1097	1029
Hus1	838	741	981	928	509	1122	831	571	1100
LOC296235	0	0	0	0	0	0	0	0	0
Abca13	28	24	109	29	8	71	35	17	39
RGD1309870	0	0	0	0	0	0	1	1	1
Wrap73	259	198	252	269	72	273	300	117	296
Trpc4ap	4819	4324	3682	5979	3196	5374	5645	4140	5382
Suclg2	5043	3579	4791	2984	2093	2787	3813	2557	3655
Ccnj	10	0	10	10	10	2	4	16	11
Map4k2	825	750	583	734	434	655	704	571	722
Neurod4	26	13	19	49	57	46	35	13	29
Snrnp70	5133	4042	6396	4563	3327	6938	4691	3993	5869
Prrg2	21	16	9	9	9	9	31	10	22
Vstm2b	453	475	636	204	154	319	196	126	338
Bcl2l12	397	295	238	174	85	174	255	89	214
Ttc9b	0	0	0	0	0	0	0	0	0
Dhrs9	2	1	5	108	136	63	72	75	347
Tas1r3	0	0	0	2	4	2	0	0	0
Fgf3	0	0	0	0	0	0	0	0	0
Zbtb33	10	2	15	23	18	5	18	17	7
Spred2	744	819	603	447	478	616	702	874	827
Gdap2	711	614	888	1032	563	1000	950	751	1076
Dhdds	1014	739	764	1114	442	759	1474	871	1423
Rhoa	10845	10227	8745	10148	6591	9292	13753	11227	14917
Prpsap2	1614	1163	971	1072	380	518	1178	670	1154
Slc26a2	1	5	0	0	0	0	0	0	0
Pex6	470	377	329	267	102	234	382	146	420
Ppp2r1a	6933	5552	6094	6044	1939	6334	5896	3142	6791
H3f3b	28550	21689	21183	21297	11394	14509	18848	11361	21879
Rps15a	7984	3713	11406	8361	3428	3829	10026	4963	10313
Epn1	1775	1719	1361	1438	812	1483	1621	1023	1975
Otx1	94	86	68	38	46	81	82	73	82
Higd1b	0	0	0	0	0	0	0	0	0
Lsm12	3435	3637	3321	3853	3501	4379	3361	3942	3875
Zrsr1	407	313	300	314	498	264	591	850	918
Tap2	34	17	39	75	48	47	90	56	63
Khk	521	320	473	403	131	221	559	294	532
Fdps	6866	6883	3588	22451	11181	14701	17204	13094	17241
Phb	5048	3867	5607	4253	1646	3886	4692	2740	5312
Cyp2c23	0	0	0	5	0	0	3	2	5
Rps2	56482	36769	57979	48717	10446	37197	65991	20283	64818
Rps6kb1	2723	2624	3393	3315	3373	3420	2722	3465	3682
Pex13	835	719	820	932	649	799	775	512	758
Tefm	680	526	555	378	233	223	514	354	548
Ppp2r1b	976	776	899	1154	511	1081	1021	677	1049
Slco6d1	0	0	0	0	0	0	0	0	0
Top2b	6487	5828	5269	6229	5998	5252	5238	5033	5683
Ccdc85a	0	0	0	0	0	0	0	0	0
Mir568	269	353	164	181	262	208	190	210	137
Mir544	0	0	0	0	0	0	0	0	0
Mir511	0	0	0	0	0	0	0	0	0
Eipr1	264	240	219	450	190	370	402	245	394
Btd	628	641	371	372	152	395	547	338	586
Sobp	475	497	303	279	420	206	256	283	246
Bpifb1	2	2	5	3	5	1	0	0	2
Zdhhc6	1833	1761	1672	1645	902	1662	1788	1088	2129
Prtg	4	2	2	1	0	5	0	1	1
Fam105a	0	0	0	0	0	0	0	0	0
Unc45a	2054	2183	1915	1912	1167	1919	2338	1793	2278
Arhgap31	1145	970	622	977	665	736	1080	876	858
Cdc6	841	1164	151	562	494	202	56	64	148
Gpr84	4	4	0	0	0	0	0	0	1
Mrps11	607	488	569	531	210	380	665	470	694
RGD1562492	0	0	0	0	0	0	0	0	0
Dkkl1	0	0	0	0	0	0	0	0	0
