Geneid	KRS7_19_GLUTag_1_DMSO	KRS7_22_GLUTag_2_DMSO	KRS7_25_GLUTag_3_DMSO	KRS7_20_GLUTag_1_Tg6h	KRS7_23_GLUTag_2_Tg6h	KRS7_26_GLUTag_3_Tg6h	KRS7_21_GLUTag_1_Tg24h	KRS7_24_GLUTag_2_Tg24h	KRS7_27_GLUTag_3_Tg24h
Ryr2	11	4	10	18	18	7	8	3	9
Gm10336	879	899	865	1301	1520	622	1358	1054	1713
Mtr	1243	1120	925	1544	1796	691	1975	1208	2088
Actn2	177	134	155	308	394	126	320	175	253
Heatr1	2578	1967	2248	2786	4650	1870	2439	1526	3180
Lgals8	1295	1474	1395	2442	2872	1201	2273	1771	3076
Edaradd	13	15	11	36	43	14	44	22	30
Ero1lb	1275	1374	1174	3622	4260	1841	2611	1848	3617
Gpr137b-ps	373	454	424	504	1136	476	619	414	930
Prl2c4	0	0	0	0	0	0	0	0	0
Prl2c3	0	0	0	0	0	0	0	0	0
Prl2c2	0	0	0	0	0	0	0	0	0
Prl2c5	0	0	0	1	0	0	0	0	0
Gpr137b	259	351	273	484	961	377	488	419	925
Nid1	3	6	2	5	1	1	7	2	1
Lyst	1907	1644	1595	2210	2930	1215	1826	1284	2231
Gng4	903	773	801	1489	1279	663	1026	562	1260
B3galnt2	598	621	530	599	1125	370	634	493	815
Tbce	703	855	699	1463	2229	841	1067	723	1299
Ggps1	1269	1212	1231	1651	2405	991	1168	971	1504
Arid4b	2778	2589	2777	3725	4420	1763	2501	2270	3188
Hecw1	493	359	345	654	509	240	319	250	452
Mrpl32	815	794	830	1137	1613	575	818	479	1020
Psma2	3760	2954	3450	1910	3517	1171	3149	1497	3827
AW209491	463	382	401	704	853	465	561	375	777
Gli3	0	0	0	3	0	0	2	0	0
4933412O06Rik	0	0	0	0	0	0	0	0	0
A530046M15Rik	0	0	0	0	0	0	0	0	0
Inhba	0	0	0	0	0	0	1	0	0
Sugct	0	0	0	2	1	4	2	1	0
Mplkip	388	479	428	402	727	276	372	289	483
Cdk13	2786	2681	2565	4863	5558	2289	2841	2347	3984
Mir466i	0	1	0	0	0	0	0	0	0
Rala	1901	1947	1876	2843	3166	1227	2061	1447	2756
Yae1d1	813	866	851	1338	1800	746	964	612	1304
4930448F12Rik	0	0	0	0	0	0	0	0	0
Pou6f2	118	89	116	225	116	65	88	57	92
Vps41	3086	3089	2899	3861	4270	1766	3131	2309	3707
Amph	522	469	507	588	647	308	549	387	604
Stard3nl	351	382	357	247	775	290	650	338	928
9330199G10Rik	0	0	0	0	0	0	0	0	0
Epdr1	104	72	73	46	121	28	132	51	114
Sfrp4	1	0	1	4	3	0	1	0	2
Nme8	0	0	0	0	0	0	2	0	0
A530099J19Rik	0	0	0	0	0	0	0	0	0
Gpr141	0	0	0	0	0	1	0	0	0
Elmo1	761	671	823	853	879	477	539	398	1231
Aoah	0	0	0	0	3	0	0	0	1
Olfr1370	0	0	0	0	0	0	0	0	0
Olfr263	0	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0	0
Trim27	1837	1924	1663	2164	4704	1725	1964	1295	2717
Gpx5	0	0	0	0	0	0	0	0	0
Gpx6	0	2	1	2	1	0	1	0	0
Olfr1367	0	0	0	0	0	0	0	0	0
Zscan12	254	341	253	438	732	222	319	257	425
Zkscan3	916	889	834	718	1604	541	844	711	1253
Mir6942	6	4	5	3	3	0	3	5	5
Pgbd1	309	317	264	463	409	199	314	293	377
Zscan26	1671	2318	1663	2745	4899	1797	2056	2000	3369
Mir1896	3	7	6	0	2	0	2	0	2
Nkapl	12	6	4	7	13	4	12	4	14
Zkscan4	16	27	27	36	70	19	61	28	83
Zfp389	4	4	6	14	5	11	8	2	7
Zkscan8	1023	1067	1116	1764	2183	1037	1101	1023	1379
Olfr1366	0	0	0	0	0	0	0	0	0
Olfr1535	0	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0	0
Hist1h2bl	4	2	16	34	4	53	9	2	4
Hist1h2ai	1	6	23	25	6	29	14	22	10
Hist1h3h	3	0	18	3	7	37	15	4	13
Hist1h2bm	8	2	60	23	8	34	16	4	8
Hist1h4j	19	13	16	14	10	21	16	3	10
Hist1h4k	44	17	44	27	57	82	52	22	38
Hist1h2ak	0	3	31	44	15	60	14	10	17
Hist1h2bn	2	0	22	24	3	8	11	1	7
Hist1h1b	10	14	83	28	32	45	24	13	44
Hist1h3i	5	3	17	10	16	34	2	4	7
Hist1h2an	3	0	21	14	3	10	14	4	16
Hist1h2bp	0	0	4	2	5	7	4	1	4
Hist1h2bq	0	0	0	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	1	0	0	0
Hist1h2ap	0	0	0	0	0	0	0	0	0
Hist1h4m	0	0	0	0	0	0	0	0	0
Hist1h4n	18	7	49	32	15	39	26	12	14
Mir1983	0	0	0	0	3	0	0	0	0
Zfp184	123	149	127	425	588	285	257	177	378
Pom121l2	0	1	0	1	2	0	0	0	0
Prss16	4	0	1	6	3	4	8	7	7
Hist1h2ah	1	1	28	15	5	38	17	9	14
Hist1h2bk	3	3	33	23	4	30	18	5	9
Hist1h4i	54	37	54	24	70	32	77	18	32
Hist1h2ag	6	1	17	3	8	23	5	8	3
Hist1h2bj	5	0	9	1	3	3	4	3	4
Vmn1r188	0	0	0	0	0	0	0	0	0
Vmn1r189	0	0	0	0	0	0	0	0	0
Vmn1r191	0	0	0	0	0	0	0	0	0
Vmn1r192	0	0	0	0	0	0	0	0	0
Vmn1r193	0	0	0	0	0	0	0	0	0
Vmn1r194	0	0	0	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0	0	0	0
Vmn1r196	0	0	0	0	0	0	0	0	0
Vmn1r197	0	0	0	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0	0	0	0
Vmn1r199	0	0	0	0	0	0	0	0	0
Vmn1r200	0	0	0	0	0	0	0	0	0
Vmn1r-ps103	0	0	0	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0	0	0	0
Vmn1r202	0	0	0	0	0	0	0	0	0
Vmn1r203	0	0	0	0	0	0	0	0	0
Vmn1r204	0	0	0	0	0	0	0	0	0
Vmn1r205	0	0	0	0	0	0	0	0	0
Vmn1r206	0	0	0	0	0	0	0	0	0
Vmn1r207-ps	0	0	0	0	0	0	0	0	0
Vmn1r208	0	0	0	0	0	0	0	0	0
Vmn1r209	0	0	0	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0	0	0	0
Vmn1r211	0	0	0	0	0	0	0	0	0
Vmn1r212	0	0	0	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0	0	0	0
Vmn1r214	0	0	0	0	0	0	0	0	0
Vmn1r215	0	0	0	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0	0	0	0
Vmn1r218	0	0	0	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0	0	0	0
Vmn1r221	0	0	0	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0	0	0	0
Vmn1r223	0	0	0	0	0	0	0	0	0
4930557F10Rik	0	0	0	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0	1	0	0
4930586N03Rik	0	0	2	0	0	0	0	0	0
Zfp322a	1152	1056	954	1553	1826	825	1086	898	1234
Abt1	676	659	540	568	1116	321	643	388	823
C230035I16Rik	8	8	3	9	6	3	11	6	11
Btn1a1	10	1	5	14	16	11	10	6	8
Btn2a2	0	0	0	6	3	0	1	0	2
Hist1h4h	19	20	69	28	25	27	40	16	33
Hist1h2af	5	6	35	10	20	47	24	2	35
Hist1h3g	4	3	18	4	15	23	12	4	11
Hist1h2bh	9	6	36	17	6	21	11	3	11
Hist1h3f	1	1	26	20	16	50	8	6	15
Hist1h4f	4	5	41	22	10	31	18	5	8
Hist1h1d	13	5	58	51	15	72	22	11	37
Hist1h3e	19	2	33	7	1	54	6	1	17
Hist1h2ae	14	27	25	12	33	24	13	8	23
Hist1h2bg	15	11	49	45	23	62	35	11	27
Hist1h2bf	4	1	6	13	6	5	1	5	7
Hist1h2ad	1	2	12	4	5	16	5	6	4
Hist1h3d	13	1	21	18	7	58	10	2	18
Hist1h4d	11	8	77	101	16	57	44	17	24
Hist1h2be	28	19	51	46	45	30	29	10	24
Hist1h1e	31	8	179	191	55	436	54	46	125
Hist1h2ac	0	2	18	18	3	14	6	14	4
Hist1h2bc	128	98	114	103	98	62	116	53	91
Hist1h1t	0	0	0	0	1	0	2	3	2
Hist1h4c	11	3	51	35	10	52	14	9	7
Hfe	163	334	137	201	480	100	495	356	511
Hist1h1c	86	77	163	182	202	183	102	55	93
Hist1h3c	13	11	26	12	3	34	14	3	26
Hist1h2bb	4	2	32	41	8	24	13	7	20
Hist1h2ab	13	5	44	17	18	43	15	5	23
Hist1h3b	4	8	23	18	12	58	11	8	16
Hist1h4b	14	6	51	49	10	62	27	7	37
Hist1h4a	28	9	70	93	20	41	20	7	25
Hist1h3a	2	3	24	5	4	35	11	2	11
Hist1h1a	18	11	123	122	27	85	32	18	47
Trim38	2	1	2	7	0	1	0	0	1
Slc17a2	0	0	0	1	0	0	1	0	0
Slc17a3	1	1	4	1	7	0	2	3	2
Slc17a1	0	3	0	0	3	0	1	3	2
Slc17a4	814	860	905	782	1526	559	596	619	913
Hist1h2ba	0	0	0	5	0	1	0	1	0
Hist1h2aa	0	0	0	0	0	0	2	0	0
Scgn	2066	1807	2020	1033	1673	815	1073	683	1250
Lrrc16a	1581	1388	1318	2428	2630	1148	1654	1307	2298
Cmah	119	115	117	105	109	83	44	29	80
Fam65b	402	495	368	295	621	229	290	219	422
Gm11346	18	25	11	6	15	2	15	10	12
Gmnn	2108	2157	1851	1468	3287	897	1988	966	2512
BC005537	7984	7967	7299	6055	10688	4033	7939	6570	10329
Acot13	584	671	423	314	633	149	457	279	565
Tdp2	1946	2399	1832	3383	5643	2090	2235	1731	2857
D130043K22Rik	691	562	557	446	616	217	549	404	698
4932702P03Rik	0	0	0	2	0	0	2	0	1
Aldh5a1	1214	1068	1208	1074	1650	731	1233	783	1629
9330162012Rik	24	19	14	15	32	14	36	15	34
Gpld1	3139	2997	2608	3695	5637	2430	4867	3239	6853
Mrs2	1703	1596	1549	1596	2446	1166	1622	1339	2060
Dcdc2a	1	5	0	2	5	0	0	2	0
Nrsn1	1236	1390	1121	818	1780	613	1203	825	1523
Gm11351	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0
Hdgfl1	0	0	0	0	0	0	3	0	0
Mir3970	0	0	0	0	0	0	0	0	0
Prl	0	0	0	0	0	0	2	0	0
Prl3d1	0	0	0	0	0	0	0	0	0
Prl3d2	0	0	0	0	0	0	0	0	0
Prl3d3	0	0	0	0	0	0	0	0	0
Prl3c1	0	0	0	0	0	0	0	0	0
Prl3b1	0	0	0	0	0	0	0	0	0
Prl3a1	0	0	0	0	0	0	0	0	0
Prl6a1	0	0	0	0	0	0	0	0	0
Prl8a2	2	0	0	0	0	0	0	0	0
Prl2b1	0	0	0	0	0	0	0	0	0
Prl8a6	0	0	0	0	0	0	0	0	0
Prl8a8	0	0	0	0	0	0	0	0	0
Prl8a9	0	0	0	0	0	0	0	0	0
Prl8a1	0	0	0	0	0	0	0	0	0
Prl7b1	0	0	0	0	0	0	0	0	0
Prl7a1	0	0	0	0	0	0	0	0	0
Prl7a2	0	0	0	0	0	0	0	0	0
Prl7d1	0	0	0	0	0	0	0	0	0
Prl7c1	0	0	0	0	0	0	0	0	0
Prl2a1	0	0	0	0	0	0	0	0	0
Prl2c1	0	0	0	0	0	0	0	0	0
Prl4a1	0	0	0	0	0	0	0	0	0
Prl5a1	0	0	0	0	0	0	0	0	0
2610307P16Rik	0	0	0	3	0	0	0	0	0
Mir6368	0	0	0	0	0	0	0	0	0
Sox4	952	929	811	699	1176	470	669	450	779
A330102I10Rik	13	10	6	16	15	7	2	4	5
Cdkal1	705	636	656	858	1223	513	769	457	985
E2f3	1730	1583	1776	1414	2617	1088	1633	1151	2272
Mboat1	681	592	784	547	864	414	817	518	974
Agtr1a	125	98	114	106	125	49	122	84	111
Uqcrfs1	3609	3396	3589	1153	4094	1758	2684	1364	3488
4930519D14Rik	0	0	0	0	0	0	0	0	0
Dusp22	696	623	645	632	1179	493	712	468	949
Irf4	0	0	4	4	7	4	3	0	5
Exoc2	2217	2073	1863	2397	3992	1501	2208	1489	2896
Hus1b	2	8	3	0	3	4	3	1	1
4930401O12Rik	0	0	0	0	0	0	0	0	0
Foxq1	141	252	101	199	387	138	151	136	238
1700018A04Rik	3	3	5	2	10	6	1	0	7
Foxf2	863	824	601	579	1269	451	571	501	835
Foxc1	135	146	96	182	161	80	123	88	168
Gmds	2312	1676	1692	1961	2228	1066	2216	1221	2696
Mylk4	2	6	3	6	9	1	8	3	4
Wrnip1	2458	2543	2236	2063	4023	1600	2365	1503	3010
Serpinb1a	269	147	358	106	102	57	160	133	253
Serpinb1c	6	6	3	8	14	8	17	7	22
Serpinb6b	0	0	1	0	0	0	1	0	1
Serpinb9	62	71	53	69	88	27	196	155	202
Serpinb9b	0	0	0	0	0	0	0	0	0
Serpinb1b	7	10	12	12	9	10	19	36	26
Serpinb9c	0	0	0	0	0	0	0	0	0
Serpinb9d	0	0	0	0	0	0	0	0	0
Serpinb9e	0	0	0	0	0	0	0	0	0
Serpinb9f	0	0	0	0	0	0	0	0	0
Serpinb9g	0	0	0	0	0	0	1	0	1
Gm6093	0	0	0	0	0	0	0	0	0
Serpinb6d	0	2	0	1	2	1	2	0	3
Serpinb6e	0	0	0	0	0	0	0	0	0
Serpinb6c	0	0	1	0	1	0	3	0	0
Serpinb6a	1498	1648	1440	1110	1918	709	1733	1010	2169
1110046J04Rik	13	3	13	6	6	3	12	5	11
Nqo2	888	675	747	793	788	392	891	601	971
Ripk1	1776	2071	1753	2985	4041	1577	1931	1432	2606
Bphl	89	86	105	127	198	98	178	109	260
Tubb2a	3114	2336	3197	1248	2474	1139	2489	1725	3161
4930447K03Rik	0	0	0	0	1	2	0	0	0
Tubb2b	1152	1294	1199	1015	2221	887	1039	586	1403
Psmg4	249	163	167	112	251	78	228	89	215
Slc22a23	625	582	639	573	922	464	713	533	1195
Pxdc1	4	1	2	4	4	0	0	0	4
Gm15908	0	0	0	0	0	0	0	0	0
Fam50b	0	0	0	0	0	0	0	0	0
Prpf4b	3489	3706	3503	6110	7663	2969	2937	2832	4179
Fam217a	7	3	6	1	3	2	2	4	8
4933417A18Rik	0	0	0	0	0	0	0	0	0
Eci3	3	5	7	0	2	1	5	0	3
Eci2	1025	933	879	670	1152	471	1190	715	1406
1700011B04Rik	0	0	0	0	0	0	0	0	0
1700019C18Rik	0	0	0	0	0	0	0	0	0
Cdyl	198	196	168	470	656	244	298	211	311
Rpp40	256	253	250	340	593	227	288	215	394
Ppp1r3g	7	2	2	0	10	0	4	0	0
Lyrm4	360	393	364	490	697	248	384	221	530
Fars2	621	702	481	412	1031	316	523	321	618
Nrn1	2274	3801	1586	1022	2397	471	770	612	993
F13a1	0	5	3	6	7	1	2	2	3
Ly86	0	0	0	0	3	0	2	0	0
Rreb1	1	0	0	13	7	1	4	0	3
Ssr1	8331	7250	7526	9670	13453	5801	11145	7364	16284
Cage1	44	40	52	106	136	45	102	65	101
Riok1	1309	1288	1282	2798	2771	1280	1489	1135	1949
Dsp	1	11	9	7	8	1	13	3	8
Snrnp48	1006	1322	1014	1999	3234	1002	1095	790	1399
Bmp6	34	21	6	13	23	16	10	9	11
4930579J19Rik	0	0	0	0	0	0	0	0	0
Txndc5	2915	2488	2149	3317	5063	1741	4478	2906	6714
Bloc1s5	355	407	346	460	824	282	544	302	670
Eef1e1	1075	1030	1016	983	1959	696	1017	589	1225
Slc35b3	452	391	397	210	545	149	525	288	586
5033403F01Rik	4	1	3	4	5	2	5	2	3
Ofcc1	0	0	0	0	0	0	0	0	2
Tfap2a	2	1	0	2	2	3	2	1	2
Gm26688	0	0	0	0	0	0	0	0	0
Gcnt2	730	507	730	591	606	365	596	429	854
Pak1ip1	2205	1925	1889	2212	3779	1499	2361	1392	2827
Tmem14c	1707	1255	1483	746	1733	587	1612	826	2184
Mak	3	1	1	1	1	2	3	2	2
Gcm2	0	0	0	0	0	0	1	0	0
Elovl2	0	0	0	1	1	0	0	0	0
Smim13	2122	2127	2399	2376	3854	1847	1992	1566	2716
Nedd9	608	605	649	882	1101	524	644	519	961
Tmem170b	4003	4678	3703	2979	5395	1603	2880	2473	3782
Gm5082	0	0	0	0	4	1	3	0	1
Adtrp	0	3	4	6	8	0	0	2	2
Gm10790	0	0	0	2	0	0	0	0	2
Hivep1	3408	3662	3184	5434	5672	2867	2988	2454	4406
Edn1	38	52	51	65	58	23	40	24	68
Phactr1	2144	2267	2199	2118	3176	1481	1772	1313	2941
Tbc1d7	642	548	506	423	959	387	599	314	770
Gfod1	1632	1638	1496	1505	2376	1018	1141	848	1665
Sirt5	155	185	170	133	255	97	223	152	272
Nol7	2800	2599	2563	3011	3854	1553	3002	1949	3506
Ranbp9	3347	3923	3129	4419	7347	3020	3162	2308	4140
Mcur1	1692	1747	1676	2028	3014	1296	1779	1377	2496
Rnf182	405	472	450	267	704	239	352	242	455
Gm20751	1	1	2	10	5	1	4	2	2
Cd83	105	120	60	112	222	80	113	106	155
Gm5083	0	0	0	0	0	0	0	0	1
A330076C08Rik	1	0	0	3	3	1	0	0	0
1700029N11Rik	0	0	0	0	0	0	0	0	0
Jarid2	1788	1650	1477	1472	1677	716	1304	904	1648
Dtnbp1	1268	1160	924	1383	1711	671	1276	763	1395
Mylip	794	809	582	1025	1306	359	847	548	840
Gmpr	515	298	462	253	392	196	540	318	613
Atxn1	156	247	213	162	317	108	170	129	327
Stmnd1	0	0	0	0	0	0	0	0	0
Rbm24	7	4	2	12	13	3	7	1	8
Cap2	23	5	4	15	9	10	8	4	3
Fam8a1	913	1124	918	1174	1718	694	995	972	1289
Nup153	5399	5307	4775	6249	10745	4222	5013	3643	6334
Kif13a	24	19	9	45	15	8	19	14	9
Nhlrc1	28	19	21	21	45	17	37	15	27
Tpmt	212	138	208	156	238	88	195	113	203
Kdm1b	957	859	797	1335	1627	639	1071	828	1272
Dek	14226	13510	15169	25780	24682	11116	14261	11311	15725
Rnf144b	5	4	3	15	33	8	11	12	11
A930002C04Rik	0	0	0	0	0	0	0	0	0
G630093K05Rik	0	0	0	0	0	1	0	0	0
4931429P17Rik	0	0	0	0	1	0	1	0	1
A330033J07Rik	0	0	0	0	0	0	0	0	0
Id4	14	19	4	42	21	20	19	10	22
A330048O09Rik	0	0	0	0	0	0	0	0	0
Zfp169	412	440	424	580	698	253	396	393	549
Mirlet7d	2	5	11	2	4	5	2	9	7
Mirlet7f-1	0	0	0	1	0	0	2	0	0
Mirlet7a-1	0	0	1	0	0	0	0	1	0
Ptpdc1	990	974	888	1558	2215	1007	1301	1026	1461
Barx1	0	0	0	0	0	0	0	0	0
Phf2	4164	4006	3830	5685	6298	2806	4206	3204	5537
Fam120a	8870	8042	8993	12178	12656	6816	8840	8500	12562
Fam120aos	536	540	592	649	737	418	495	443	723
Wnk2	1434	1053	1147	949	1441	497	1268	966	1493
Ninj1	741	835	614	884	1443	592	862	486	1267
1110007C09Rik	718	646	614	572	940	336	875	498	1218
Susd3	1	0	0	0	2	0	0	0	2
Fgd3	60	44	55	52	95	44	35	23	26
Bicd2	4399	4036	3814	3609	4626	2028	3341	2624	4321
Ippk	896	834	836	926	1663	710	915	671	1251
Cenpp	782	841	787	967	1671	659	813	500	903
Ecm2	7	4	5	19	33	12	9	6	15
Aspn	1	0	0	4	0	0	0	0	1
Omd	0	0	0	0	0	0	0	0	1
Ogn	0	0	0	1	0	0	1	0	1
Nol8	3058	3048	2642	5824	7921	2815	3392	2557	4110
Iars	4459	7091	4412	13295	19899	7394	7784	5743	11494
Gm906	0	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0	1
Fbxw17	236	187	170	211	437	199	306	191	324
Nutm2	0	0	0	0	0	0	0	0	0
Mir683-1	0	0	0	0	0	0	0	0	0
Mir683-2	0	0	0	0	0	0	0	0	0
Gm904	0	0	0	1	0	0	1	0	1
Gm8765	0	0	0	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0	0	0	2
9430083A17Rik	8	3	12	8	19	8	9	5	8
Spin1	3214	3321	3017	3214	5096	2200	3093	2044	3927
Nxnl2	0	0	1	0	1	1	0	0	3
S1pr3	5	17	6	6	6	19	2	7	10
Shc3	50	23	40	28	46	24	19	8	27
Cks2	1304	1195	1017	525	1539	351	782	459	984
Secisbp2	683	688	606	998	1567	625	926	662	1050
Sema4d	2343	2103	2156	1435	2345	937	1946	1363	2428
Gadd45g	648	553	459	448	1180	351	937	327	707
4921525O09Rik	0	0	0	0	1	1	1	0	0
Diras2	32	53	12	29	77	35	29	14	20
Gm2848	0	0	0	1	0	0	0	0	0
Syk	25	10	8	6	8	7	8	5	6
BB123696	37	39	10	17	27	8	20	13	23
Auh	574	639	576	502	897	306	638	414	835
Nfil3	504	872	393	1288	2486	817	827	522	1179
Ror2	2	3	1	5	2	2	2	2	6
Sptlc1	1486	1365	1549	1236	2184	1049	1784	1276	2529
Gm2762	363	228	272	174	303	97	236	179	231
Msx2	4	12	3	4	5	5	6	1	5
9530014B07Rik	0	0	0	0	0	0	0	0	0
4930555G21Rik	0	0	0	0	0	0	0	0	0
Drd1	5	4	6	3	8	3	1	3	3
Sfxn1	5081	5205	4765	5283	7632	3488	4925	3367	7105
Hrh2	14	19	8	3	25	6	9	11	4
Cplx2	4046	4008	3784	3135	3633	1846	4225	2843	4895
Thoc3	2683	2632	2463	2686	4659	1796	2544	1565	3166
Simc1	1444	1416	1158	2212	2818	1035	1516	1130	2012
4833439L19Rik	4268	3341	3721	3864	4830	2059	4202	3035	5637
Arl10	276	217	228	178	284	113	355	249	475
Nop16	1832	1640	1536	1756	2346	849	1530	959	2022
Higd2a	984	842	833	416	871	235	695	319	926
Cltb	5045	3806	4533	5345	5808	2775	4735	2935	5808
Faf2	2012	1934	1907	2920	3503	1397	2245	1803	3224
Rnf44	3765	3864	3284	3450	5244	1840	3362	2510	4790
Cdhr2	555	559	546	179	550	207	435	262	408
Gprin1	2914	2629	2503	2475	3474	1597	2460	1647	3124
Sncb	5162	6051	3823	4514	5483	1579	2909	2217	3659
Eif4e1b	0	0	0	0	0	0	0	0	0
Tspan17	724	661	566	189	618	125	460	319	587
Unc5a	763	725	731	449	888	277	659	533	887
Hk3	24	6	7	1	6	5	7	7	6
Uimc1	1369	1203	1234	2003	2434	949	1285	1020	1725
Zfp346	873	879	700	933	2123	725	1137	684	1428
Fgfr4	13	17	12	32	22	9	36	15	27
Nsd1	7073	5687	6415	8311	10666	4997	6792	5225	9420
Rab24	1303	1219	897	1142	1755	578	1202	747	1427
Prelid1	7354	7715	4944	3634	7848	2167	4577	3307	5971
Mxd3	684	540	638	509	928	344	638	451	861
Lman2	3480	3114	3118	3592	5858	2380	4608	3133	6455
Rgs14	52	63	53	20	64	31	73	49	114
Slc34a1	0	2	6	0	4	2	3	3	2
Pfn3	0	0	0	0	0	0	0	0	0
F12	0	0	1	2	0	0	1	1	0
Grk6	2641	2536	2167	2091	4191	1662	2113	1588	2770
Mir6943	0	1	0	0	0	0	0	0	0
Prr7	96	108	76	64	164	56	81	53	92
Dbn1	2925	2384	2741	2614	3160	1632	1745	1504	2314
Mir6944	0	0	0	0	0	0	0	0	0
Pdlim7	689	643	702	647	876	373	668	401	839
Mir6945	5	3	1	2	0	0	0	0	3
Dok3	29	11	18	19	108	25	24	35	50
Ddx41	3431	3089	2904	2958	4964	2058	2929	2007	3626
Fam193b	1548	1428	1155	1294	2338	832	1648	1535	2149
Tmed9	2995	2858	2603	2579	5886	1604	4427	2210	5984
B4galt7	301	252	254	227	530	198	347	229	440
Caml	937	907	986	1247	1921	696	1245	873	1601
Ddx46	6278	4932	6411	10649	10329	4779	5485	4782	8199
B230219D22Rik	6428	7471	6685	7241	10778	4439	6195	4969	7520
Txndc15	1121	1015	1088	670	1361	584	946	699	1321
Pcbd2	119	65	83	43	100	30	154	43	146
Catsper3	0	1	2	0	2	0	1	0	1
Pitx1	0	0	0	0	3	0	1	0	0
H2afy	7188	5958	6441	5868	7877	3447	5670	3567	7025
Tifab	0	0	1	5	2	0	0	1	0
4930550C17Rik	0	0	0	0	0	0	0	0	0
Neurog1	0	0	0	0	1	0	0	1	0
Cxcl14	0	0	3	2	2	3	0	1	2
Gm10782	0	0	0	0	0	0	0	0	0
Slc25a48	0	0	0	2	0	0	0	0	1
Il9	0	0	0	0	0	0	4	0	0
Fbxl21	9	5	6	13	23	9	15	9	7
Lect2	0	0	0	0	0	0	0	0	0
Tgfbi	58	19	23	32	41	17	8	13	32
Smad5	3511	3810	3603	4051	7426	3119	3163	2270	3954
Trpc7	3	2	2	3	7	0	4	2	3
Spock1	1758	1914	1719	1442	1853	954	1865	1654	2747
Klhl3	229	158	246	113	180	66	218	137	293
Mir874	1	2	1	0	0	0	0	1	0
Hnrnpa0	4647	4447	4888	3058	6182	2513	3679	2838	4403
1700066J03Rik	2	0	2	5	3	2	0	0	3
Idnk	317	267	272	243	392	123	327	178	438
Ubqln1	6790	6717	6226	10044	11591	5045	6165	4854	8424
Gkap1	1299	1230	1144	2183	1972	824	1596	1163	2020
Kif27	392	385	386	925	1000	472	534	425	657
Mir6369	0	0	0	0	0	0	0	0	0
2210016F16Rik	1045	738	882	968	1347	587	973	620	1195
Hnrnpk	25197	22699	25079	20403	32138	13306	21657	13456	25606
Mir7-1	17	20	8	7	20	5	12	16	19
Rmi1	666	672	708	582	1264	474	656	486	799
Slc28a3	0	0	0	1	3	0	0	0	2
4930455J16Rik	0	0	0	0	0	0	0	0	0
Ntrk2	5045	3957	4205	3740	4506	2045	3543	2546	4968
Agtpbp1	2979	2515	2742	4591	4864	2310	3236	2410	4046
A230056J06Rik	8	4	0	7	6	2	8	0	4
Naa35	2249	1902	2009	2495	3793	1393	2157	1655	2828
Golm1	1795	1416	1541	1692	1893	898	1620	1219	1930
4921517D22Rik	0	0	0	0	0	0	0	0	0
Spata31d1a	0	0	0	0	1	0	0	0	1
Spata31d1b	0	1	0	0	0	1	0	0	0
Spata31d1d	0	0	0	0	0	0	1	1	0
4930528D03Rik	0	0	0	0	1	0	0	0	0
Isca1	2083	1796	1723	1375	2420	1095	1998	1298	2567
Etohd2	57	62	47	75	70	29	52	50	70
Zcchc6	2756	2497	2309	4386	5133	2092	2651	1970	3444
A530065N20Rik	0	0	0	0	0	0	0	0	0
Gas1	2	0	0	0	0	0	0	0	0
Gm5084	0	0	0	1	0	0	0	0	1
Dapk1	88	100	66	50	83	32	77	55	58
BC051665	0	0	0	0	0	0	0	0	0
Ctsll3	0	0	0	0	0	1	0	0	0
4930486L24Rik	10	6	4	5	6	0	6	4	6
Ctla2b	1	0	0	0	0	0	0	0	0
Tpbpb	0	0	0	0	0	0	0	0	0
Ctla2a	0	0	0	1	0	0	0	1	0
Tpbpa	0	0	0	2	2	0	0	0	0
Ctsj	1	0	0	1	0	0	3	0	0
Ctsq	0	0	0	0	1	0	2	0	3
Ctsr	0	0	0	0	0	0	0	0	0
Cts6	0	0	0	3	0	0	0	0	0
Cts8	2	0	0	2	1	0	0	0	0
