Geneid	KRS7_1_QGP1_1_DMSO	KRS7_4_QGP1_2_DMSO	KRS7_7_QGP1_3_DMSO	KRS7_2_QGP1_1_Tg6h	KRS7_5_QGP1_2_Tg6h	KRS7_8_QGP1_3_Tg6h	KRS7_3_QGP1_1_Tg24h	KRS7_6_QGP1_2_Tg24h	KRS7_9_QGP1_3_Tg24h
HEXB	3691	2705	6125	2095	3919	1975	3778	3675	2801
KLRG1	7	12	24	1	10	8	7	12	5
TBC1D10A	180	62	291	132	417	194	250	288	191
PAM	32437	21503	45156	39529	78188	35083	71323	64917	62267
LOC101928865	6	3	10	1	7	9	2	0	5
LOC101928896	0	0	0	0	0	0	0	0	0
MIR5579	0	0	0	0	0	0	0	2	1
LOC101928944	0	0	0	0	0	0	0	0	0
MIR4300HG	0	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0	0
ASGR2	0	0	0	0	0	0	0	0	0
KIR2DL1	0	0	0	0	0	0	0	0	0
HIST1H2AJ	9	14	2	9	0	10	0	11	1
IFI27	0	0	0	0	0	0	0	0	0
TSPAN31	1233	578	2079	444	1389	595	1072	1260	1070
SNORA70E	0	0	0	0	0	0	0	0	1
RAB30-AS1	106	88	236	59	138	72	86	122	106
PCF11-AS1	31	27	48	12	14	13	34	31	37
CCL15-CCL14	0	0	0	0	0	0	0	0	0
CTSL3P	0	0	0	0	0	0	1	0	0
CALB2	4	8	7	6	14	7	252	75	157
LINC00336	0	0	0	0	0	0	0	0	0
LINC00303	1	0	0	0	0	0	0	0	0
CDK18	216	130	260	78	161	88	158	81	86
GPS1	1136	508	2057	464	1570	825	1360	1422	971
ZNF767P	254	165	500	129	372	215	261	412	288
SERHL	1	0	1	4	0	2	1	0	0
NLGN4Y	0	0	0	0	0	0	0	0	0
RBMX	6564	6102	16159	5064	6805	5891	7027	6493	4393
LDHA	25548	15304	71830	10930	29559	18158	12303	19414	9678
DPPA2P3	1	0	0	0	0	0	0	0	0
HCCAT5	0	0	0	0	0	0	0	0	0
LINC00922	0	0	1	0	0	0	1	0	2
FAM231A	0	0	0	0	0	0	0	0	0
TTC31	507	239	1026	181	610	345	358	430	291
ACTR3BP2	0	0	0	0	0	0	0	0	0
TAPT1-AS1	39	27	63	7	14	21	29	45	44
EPB41L4A-AS2	5	3	3	0	0	1	0	0	2
ARSJ	731	776	1481	541	678	452	457	447	296
LIG1	1327	879	3276	452	932	981	444	517	123
LBX2	2	2	11	2	5	1	9	3	9
MROH9	0	0	0	0	0	0	0	0	0
SH3BP5L	384	135	729	258	756	363	522	530	370
VSX1	1	0	0	0	2	0	0	0	0
POLQ	583	594	1656	335	463	794	364	662	37
SPG7	1347	789	2229	432	1077	494	999	942	741
SLC25A22	654	115	1158	126	758	540	560	518	387
CPB1	0	0	0	0	0	0	0	0	1
CPM	913	673	1374	426	501	282	967	813	846
DNAH6	137	128	329	78	153	120	207	315	241
MIR6755	0	0	2	0	0	0	0	0	0
FNIP1	1510	1362	2194	1605	2009	1336	1695	1481	1103
CHTOP	1818	1165	4512	951	3086	1526	2198	2943	2133
LRIT1	0	0	0	0	0	0	0	0	0
MIR7-3HG	27	21	60	26	65	17	60	91	49
TNFRSF10B	198	85	485	240	667	549	1614	1944	1349
MIR363	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	2	0	0	0
C6orf201	2	0	0	0	1	0	0	0	0
MTX3	928	669	1433	590	940	708	1113	1001	964
PRAMEF9	0	0	0	0	0	0	0	0	0
GRIN2D	100	76	132	77	100	58	115	113	59
GRIN2B	0	0	0	0	0	2	2	0	0
DBP	303	70	455	26	86	48	66	112	62
EPAS1	6193	3551	8972	3361	6324	4400	4364	4687	2750
PRSS23	632	283	956	115	268	181	646	684	398
OR7E2P	0	0	0	0	0	0	0	0	0
LOC100506368	40	8	54	2	11	6	19	0	8
GBP5	1	2	0	0	0	0	2	0	0
TMEM135	3102	2072	4513	1403	2186	1542	1954	1716	1685
LOC105369423	0	0	0	0	0	0	0	0	0
MIR3166	0	0	0	0	0	0	0	0	0
GRM5-AS1	0	0	0	0	0	0	2	2	0
INPP1	1971	2270	3702	3760	5926	2846	2370	2954	2508
GBF1	3292	2990	5434	2571	6070	3307	3468	3835	3138
ACSBG1	3	0	2	0	0	3	12	8	1
C18orf32	144	20	288	24	297	109	221	176	169
RPL17	471	144	1035	242	934	426	1028	913	788
CLEC5A	0	0	0	0	1	0	0	0	0
TBC1D9B	3279	1923	5327	620	1109	676	2236	2117	1647
CCT5	4937	4499	13012	5200	9267	5401	6859	8275	5284
RRAGB	442	304	699	317	669	254	417	331	302
OXSM	186	180	465	152	406	192	281	452	340
TRIM51EP	0	0	0	0	0	0	0	0	0
GLB1L3	2	0	3	0	0	0	1	0	0
KLHL13	395	225	906	31	114	121	97	95	63
RRAS2	194	84	300	164	163	118	381	247	265
ARGLU1	649	540	1271	637	793	507	662	722	559
TAPBPL	197	91	379	63	174	97	126	144	110
IFT57	8	15	19	8	21	12	17	21	22
RMND1	311	251	629	237	513	249	456	604	427
FEZF2	0	0	0	0	0	0	0	0	0
ZNF446	108	55	164	27	161	96	172	286	181
CFAP161	1	0	0	0	1	0	0	0	0
MIR4490	0	0	0	0	0	0	0	0	0
MIR1261	0	0	0	0	0	0	0	0	0
LOC105369431	0	0	0	0	0	1	0	0	0
AOC3	15	17	37	11	57	23	52	16	45
TLR5	25	14	32	13	32	23	13	24	20
FBN2	12	2	3	28	28	28	127	87	45
SDC1	588	134	1137	100	398	251	783	485	460
SOX4	15894	10054	22468	17036	29241	19250	21473	15803	13946
SOX2	1526	1310	2308	120	249	150	197	285	132
SORL1	2167	1412	3464	862	1774	1132	1143	1043	982
TAF1D	1230	1072	2005	2200	2451	1844	2491	2221	2225
SNORA25	5	0	9	0	16	2	6	8	15
SNORA32	15	10	18	15	6	17	23	7	15
SNORD6	1	4	6	0	6	1	11	0	7
SNORA1	5	1	15	0	2	5	4	7	10
SNORA8	7	2	22	10	17	12	7	24	22
SNORD5	9	10	10	9	5	7	8	0	16
SNORA18	1	3	11	2	9	3	8	14	7
MIR1304	8	3	15	0	19	7	14	19	24
SNORA40	64	74	148	91	125	96	134	119	101
RPS6KA4	292	76	548	69	248	176	274	204	135
RABIF	626	412	1233	371	814	406	622	599	533
RAB13	1946	2290	4247	1977	2971	1179	2537	3106	1909
RAB3B	24198	18102	34405	8721	15909	9232	10661	10128	9135
RAB3A	1059	972	1682	1179	2079	1113	1103	1039	838
RAB2A	1686	1455	2403	2078	2656	1859	2410	1832	1811
PZP	0	2	0	0	0	1	0	0	0
PYGL	430	240	552	110	205	118	113	181	79
PYGB	2829	1448	4341	1918	5760	3095	6092	5363	4771
LOC105369438	0	0	0	0	0	0	0	0	0
LRRD1	3	0	2	2	1	0	0	0	1
SRSF8	2009	1083	3436	1407	3533	2042	2622	2346	2270
LOC101929295	2	0	3	7	6	3	2	12	3
SPDYE17	0	0	0	0	0	0	0	0	0
LOC100129203	18	31	34	0	6	4	15	7	3
KDR	2	0	1	0	0	1	0	0	0
SH2D1A	7	1	7	2	10	3	0	3	0
LYN	310	346	609	248	273	172	342	308	235
RCN1	1907	2101	2956	3225	3751	2239	4696	3951	3163
TIAF1	26	6	60	0	34	23	25	21	27
BRAF	2583	2283	3935	2612	3966	2688	3046	3030	2864
LARGE1	43	19	78	12	54	29	39	13	37
C6orf47	0	0	2	0	0	0	0	0	0
MS4A6A	0	0	0	0	0	0	0	0	0
JRKL-AS1	0	0	0	0	0	0	0	0	0
LOC105369443	0	0	0	0	0	0	0	0	0
P4HA2	1334	663	2483	556	1448	789	1494	1533	1464
P4HA1	1999	1536	4022	961	1662	1051	868	1131	705
EXOC7	4046	2198	7015	1665	4942	2598	3255	3736	2993
C11orf54	419	331	760	340	693	480	624	648	679
FLG	12	0	0	0	0	0	0	0	0
FKBP4	3877	3083	10323	2537	6221	3512	4597	5432	3600
CYB5A	564	436	1441	353	815	341	441	551	399
LOC100128386	1	0	0	0	1	2	1	3	2
CARD11	5	0	7	10	0	1	7	0	1
MAML2	51	31	63	18	20	13	16	11	9
SNORD13I	0	0	0	2	0	0	0	0	0
PGR-AS1	0	0	0	0	0	1	0	0	0
MIR3920	0	0	0	0	0	0	0	0	0
OSBP	3681	3090	6368	4117	7924	4326	5288	5488	4492
RPN1	3864	2919	7542	4622	9884	4993	7800	8215	6579
RPN2	6242	4145	12766	3060	9240	4018	8943	9603	7302
MYC	1197	850	2252	1952	4545	2380	3142	2941	2412
MYBL2	885	682	2006	451	697	794	210	223	26
MYD88	684	475	1213	381	719	357	567	545	474
MYH6	0	0	0	0	0	3	0	0	0
RPS27A	3854	2896	14246	2376	11879	3153	5705	10172	6624
SLC18A3	0	0	0	0	0	0	0	0	1
FDXR	317	77	603	64	321	203	314	366	237
FDX1	544	402	1094	451	1023	508	719	730	577
TBCA	1350	1791	4480	1657	3026	1029	1767	2676	1554
SNRPA	924	916	2488	866	1955	1348	814	1076	483
LOC101928424	7	2	11	0	2	0	2	7	1
LOC102723838	0	0	0	0	0	0	0	0	0
CENPI	722	440	3054	168	415	571	422	673	66
WTAPP1	31	18	52	34	32	15	60	40	67
MRAS	284	141	466	183	480	193	405	421	329
AP4E1	605	385	1080	255	535	440	545	466	471
MPP3	683	361	1388	273	584	405	985	920	703
IFI35	20	8	39	4	53	8	19	26	17
PSME3	4590	4114	9104	3609	6988	3996	4935	5577	3977
MDH1B	22	26	64	20	29	19	62	67	35
MIR4693	0	0	0	0	0	0	0	0	0
MIR7641-1	0	0	0	0	0	0	0	0	0
LINC02552	0	0	0	0	0	0	0	4	0
MIR338	0	0	0	0	0	0	0	0	0
MIR346	0	0	0	0	0	0	0	0	0
TMEM139	3	0	2	0	0	0	1	0	1
LOC643733	0	0	0	0	0	0	0	0	1
RIPOR2	1	4	13	0	2	0	4	0	3
FAM192A	1854	1762	3372	1554	2570	1473	2412	2511	1900
LOC647070	21	27	35	12	22	14	21	37	23
TEX46	0	0	1	0	0	0	0	0	1
CASP1P2	0	0	0	0	0	0	0	0	0
SEPT8	1534	885	2753	500	1085	668	1129	1180	862
TMEM155	0	0	0	0	0	0	1	0	0
CPHXL	0	0	0	0	0	0	0	0	0
TACC1	1290	891	2434	774	1265	949	1808	1813	1751
SRPK2	2977	2781	4880	2215	2985	1794	2880	2785	2109
WBP4	317	292	565	362	318	270	287	298	234
LOC105369473	0	0	0	0	0	0	0	0	0
LOC101928535	0	0	0	0	0	1	0	0	0
LEP	0	0	0	0	1	0	0	0	0
LAMB3	8	0	4	0	6	1	13	0	2
C11orf65	39	34	38	19	17	12	22	17	15
NXPH3	140	53	270	52	135	68	197	168	160
NXPH4	355	244	658	208	551	279	517	510	312
GPR176	81	37	115	1	44	28	157	165	131
ZHX1	2148	2299	3025	2698	3014	1806	2542	2187	1921
PMF1	157	32	337	3	131	105	85	101	26
CA5B	130	81	180	200	332	231	304	297	246
RNF24	937	711	1741	699	1540	943	1181	1181	1100
RNF139	839	500	1104	590	899	696	1001	698	685
LOC105369486	0	0	0	0	0	0	0	0	0
ACLY	12576	7446	27392	6757	21514	11825	13842	14219	10590
CACHD1	213	200	475	142	128	131	298	272	226
KLK11	0	0	0	2	1	3	2	5	4
NUPL2	657	452	1524	442	996	502	774	837	670
SH3BGR	16	13	40	5	18	7	40	44	43
LOC100132078	0	3	1	0	0	0	0	0	0
AGPAT4	716	446	1009	502	1287	592	1171	1184	1066
DOCK5	3618	3299	5738	3450	5954	3571	5579	5448	5680
AGPAT3	2024	1170	3025	778	1600	947	1564	1359	1137
SYNJ2BP	1892	1681	2611	1651	1844	1302	2036	1776	1635
MZT2B	504	150	1694	102	1227	395	623	894	556
TCIM	3571	4591	9819	12721	23553	8916	9691	13069	10553
SLAMF8	5	4	1	0	0	0	4	0	6
IFNK	0	0	0	0	0	0	0	0	0
TM9SF3	8886	6545	10971	7922	10525	8355	10146	8119	7552
KCMF1	1042	864	1864	995	1643	951	1842	1918	1313
PPP1R37	464	149	686	156	539	308	531	440	270
UGGT2	342	268	434	303	459	331	620	482	498
DNAJC15	0	0	0	0	0	0	0	2	0
FDXACB1	70	16	151	19	56	26	40	76	55
HSPB2-C11orf52	0	0	0	0	0	0	0	0	0
CCDC191	157	174	236	207	168	87	247	229	228
C3orf20	2	0	8	11	21	11	14	27	27
KLHL12	811	525	1746	322	759	430	800	970	692
TIMM8B	215	134	922	245	814	200	467	635	434
INCA1	6	9	14	2	5	3	12	12	12
LMF1	173	57	301	38	192	90	165	237	143
LMAN2L	223	106	458	80	340	137	367	463	364
RWDD2A	208	175	377	234	537	268	502	498	394
LOC100132686	2	0	6	0	8	2	1	1	1
LOC283140	111	101	194	72	110	47	90	132	153
LOC101928823	0	0	0	0	0	0	1	0	7
LOC387810	0	0	0	0	0	0	0	0	0
LOC101928847	5	2	7	5	6	8	8	6	9
POU1F1	0	0	0	0	0	0	0	0	0
CAPN1	4000	1588	6123	1213	4766	2273	3227	3130	2285
STX17	1191	988	2493	1109	1803	1003	1793	1858	1598
MED9	978	446	1760	681	2351	1117	1598	1543	1120
MCUB	197	121	454	91	241	195	250	254	152
SLC38A4	3	0	3	2	1	5	19	8	20
PPP2R3C	297	218	690	281	408	309	332	418	292
PIH1D1	800	492	2169	652	1738	778	1214	1394	1047
MIR4301	0	0	0	0	0	0	0	0	0
TMPRSS5	8	0	5	1	12	7	8	0	6
GPR161	529	299	1028	159	339	171	1122	893	598
GABRR1	1542	1630	2625	2923	4149	2403	2196	2712	2180
EIF3C	0	0	0	0	1	1	0	1	1
PTPRC	3	0	0	3	0	2	5	0	0
IL11	22	10	54	6	35	13	13	40	23
IL3RA	0	0	0	0	0	0	0	0	0
EIF6	577	261	1621	323	1729	753	1072	1497	1173
GOLGA6L4	9	8	7	1	3	2	8	2	5
PLEKHB2	4207	1683	8024	2414	8050	4200	5932	5875	5120
RIBC1	10	34	43	17	10	19	31	14	33
GPR155	551	375	746	329	647	377	854	689	890
KIAA1324	9075	6196	12436	4102	9091	4777	6690	6093	5087
FRMD6	674	438	1271	240	485	256	432	455	432
AEBP2	738	559	1046	685	726	533	871	607	638
ARMC8	567	422	1166	408	763	430	621	592	476
COMMD10	330	183	598	168	522	248	415	301	267
TSSK4	1	0	0	0	0	1	1	0	0
MAL2	2631	2146	3682	3618	4859	3801	4707	3416	2922
RNFT2	233	104	395	53	204	123	198	136	110
LOC101928940	0	4	0	0	0	0	0	0	0
LCLAT1	993	1028	1828	1384	1711	1333	2518	1856	2079
RBMY1F	0	0	0	0	0	0	0	0	0
ELOA3	0	0	0	0	0	0	0	0	0
SUGCT	3	0	1	0	1	0	3	0	1
GTF2I	3942	3141	6532	1620	3368	1828	2192	2187	1767
ADGRG2	86	104	123	17	26	40	38	28	12
LOC105369509	0	0	0	0	0	0	0	0	0
LOC105369507	0	0	0	0	0	0	0	0	0
LOC101928985	1	0	0	0	0	0	0	0	0
LOC101929011	0	0	0	0	0	0	0	0	0
CNKSR2	0	0	0	0	0	0	0	0	0
HYI	445	250	911	199	638	305	401	453	293
APOA1-AS	0	0	0	0	0	0	0	0	0
MMP1	114	57	542	89	220	183	239	345	174
UBE2QL1	1387	870	2155	1047	2736	1543	2479	2160	1897
INTS9	669	473	1213	359	879	391	560	659	384
PRMT3	566	300	1016	377	673	544	784	736	657
DIO2	8	0	14	0	0	3	7	3	0
PAFAH1B2	4584	3518	8231	3593	6329	3530	4563	4306	3977
TAF12	101	133	219	151	185	112	191	210	144
LRRC23	79	49	158	36	93	45	120	117	122
LOC100652768	16	3	9	1	13	7	9	9	7
FBXO46	374	178	614	137	450	289	352	366	315
SLC25A25	479	227	939	487	1302	796	712	808	466
APC2	634	185	829	168	930	444	675	604	527
BCKDK	625	355	1290	273	864	391	675	692	554
HOXB13	69	47	177	14	81	33	74	108	69
EIF3M	1985	1731	4163	2153	3651	2051	3185	3143	2801
NEB	1370	1923	2351	1509	1721	1226	1111	1130	1223
ATP5PD	1878	1450	6127	1072	4109	1653	2006	2978	2110
LRPPRC	6504	5073	11746	5422	10150	6400	11563	11167	9485
XAGE3	0	0	0	0	0	0	0	0	0
EPS8L1	140	32	231	16	124	55	116	89	83
FXYD6-FXYD2	1	0	0	0	0	0	0	0	0
VASH2	345	260	634	206	397	293	387	291	233
TRUB2	604	368	1208	420	1013	447	751	757	598
ZNF618	4687	3983	8039	2556	4659	2725	2602	2967	2193
ZNF467	637	336	742	183	388	167	310	337	232
BNC2	0	0	0	0	0	1	0	0	0
ERLEC1	2906	2853	4446	7821	10890	5267	8434	7257	7160
RBFOX1	2	7	0	3	1	0	0	0	0
TRPT1	318	61	607	65	497	219	350	358	283
FCRL1	0	0	0	0	0	0	0	0	0
ROCK1	5850	6918	8597	6381	5177	3679	5676	5021	4727
SCN4A	39	18	31	159	431	210	784	616	732
JAML	0	0	0	6	0	0	1	0	0
C12orf42	217	255	486	114	183	139	134	185	169
RAD51	196	184	621	151	278	302	157	189	25
RPAIN	1177	1154	2960	1070	2740	1050	1711	2225	1907
INTS6L	330	307	622	282	525	353	509	437	521
LOC100131626	0	0	0	1	0	0	0	0	5
SQSTM1	3629	1730	6153	1498	4169	2424	5600	4102	4112
GTF2H1	712	745	1350	861	1210	699	875	837	702
LZTFL1	446	376	630	1385	1855	1026	1753	1401	1351
WDR38	0	0	2	0	2	0	0	2	1
LOC101929089	12	4	18	8	6	0	6	16	5
SSR3	5235	3414	8882	5956	12072	8085	12174	10419	10393
SIMC1	750	729	1448	418	623	381	807	713	591
CCL20	1	0	0	0	0	0	1	0	0
CUEDC1	2086	1043	3196	789	2146	1404	1794	1404	1165
TPD52L1	622	451	1119	612	1082	512	1227	1215	918
TSGA13	0	0	0	0	0	0	0	0	0
NUDT10	4	2	6	0	6	8	3	7	1
MIR6716	0	0	0	0	0	0	0	0	0
SLC38A1	20696	17404	36751	35761	61276	41440	54886	50284	48654
SLC16A3	175	42	449	13	73	40	74	105	49
MIR4492	0	0	0	0	0	0	0	0	0
POLDIP3	1028	471	1840	331	1246	666	760	818	614
CCDC84	156	168	370	177	328	188	241	261	242
APOBEC2	0	0	0	0	0	0	0	0	0
EFCAB14	2245	2080	3809	2559	4188	2262	3201	3294	2560
KIAA0141	882	499	1989	324	1172	601	619	723	595
MIR3656	0	0	0	0	0	0	0	0	0
RSRC1	326	445	835	415	417	288	444	443	244
C5orf60	3	1	1	3	3	1	3	0	1
AGRN	2034	338	2627	189	857	465	1014	773	576
HAS1	0	0	0	0	0	0	0	0	0
FAM53A	14	8	24	0	13	10	22	9	13
KAAG1	1	2	1	0	1	0	0	0	0
APEX1	1745	1615	3518	1528	3433	1553	2011	2107	1380
TBC1D7	10	0	21	7	11	14	8	17	15
NPAS4	0	0	0	2	6	3	59	25	14
TNFRSF1A	587	226	913	352	1448	725	1436	1326	1092
MRAP2	1	3	2	0	3	2	0	0	0
ZBTB20	5942	5507	7381	4495	6087	4804	4370	4699	4724
SEPT10	1752	1384	3029	2059	2977	2165	3987	3546	3039
SNORD150	0	0	5	0	0	0	2	0	3
MIR6756	0	0	0	0	0	0	0	0	0
NKX1-1	0	0	0	0	0	0	0	0	0
NME1	544	302	1409	271	959	574	501	546	381
USP2-AS1	1	0	8	2	7	3	11	8	3
TNNC1	0	1	8	0	0	0	1	0	8
TNNC2	3	1	1	0	0	2	0	0	1
LRP8	3001	2310	6441	2810	4753	3418	3710	3316	2957
LOC102724301	10	0	18	0	9	2	2	7	0
LOC649133	0	0	0	0	0	0	0	0	0
ABAT	648	525	965	394	1095	477	580	704	618
M6PR	3384	2504	5611	2222	3921	2139	3338	3202	2426
COL4A1	1	0	0	0	0	0	3	0	0
LY9	9	3	21	5	4	3	9	11	20
COL2A1	5	1	7	0	1	1	3	0	0
LY6E	0	0	1	0	0	0	0	0	0
LUM	1	0	0	0	1	0	2	0	0
LTK	107	25	167	51	95	56	99	119	93
LOC105369532	0	0	1	0	0	2	0	0	0
LOC101929227	0	0	0	0	0	0	0	0	0
LOC101929208	0	0	0	0	0	0	0	0	0
C19orf38	1	0	2	0	3	0	2	5	0
ARSE	0	0	0	0	0	0	1	0	0
ARSB	385	261	755	88	351	232	336	372	283
MIR100HG	0	0	1	1	0	0	0	0	0
DEPTOR	826	579	1142	607	1109	592	1144	1038	1003
DOK5	1	0	0	0	4	0	2	6	6
PNMA6A	3	0	3	0	3	1	8	4	1
TGM6	2	0	0	0	0	0	0	0	0
SYT10	0	0	0	6	0	0	0	0	1
LOC341056	1	2	3	0	2	0	1	2	0
C8G	1	0	3	0	2	3	0	6	4
SNORD14E	0	3	10	0	1	1	0	2	0
SNORD14D	2	0	7	0	3	3	0	10	2
SNORD14C	0	1	8	1	3	1	0	0	1
SFTA3	755	533	1319	195	394	265	154	173	114
MIR4493	0	0	0	0	0	0	0	0	0
SLC49A3	0	0	1	0	1	0	0	1	4
XXYLT1	302	184	583	69	215	119	213	156	126
FLYWCH1	472	99	615	131	600	302	620	434	406
RAD52	198	154	395	53	224	114	246	260	201
TM2D3	541	247	913	301	883	419	649	677	546
MSC	2	2	2	0	6	0	27	30	23
MYO1E	82	52	177	29	44	33	66	68	50
OR8G1	0	0	0	0	0	0	0	0	0
GPRASP1	102	122	165	95	139	57	142	185	148
SF3A2	1257	541	2438	444	1358	897	1211	1227	967
MRPS27	1653	1268	3305	913	2230	1221	1566	1804	1168
LOC101929340	9	9	37	1	0	5	5	12	3
LOC100507283	17	19	36	0	13	4	8	5	8
TTLL7	2986	2674	4622	2702	3503	2533	3354	2803	2768
CAMKV	112	53	282	49	158	98	119	109	93
LYNX1-SLURP2	0	0	0	0	0	0	0	0	0
PTPRT	38	44	75	94	148	125	187	195	183
BTN2A1	835	742	1604	927	1592	735	1432	1552	985
HSPA13	2958	2395	4228	4064	5984	3919	6118	4844	4988
TMEM200A	0	0	0	0	0	2	3	0	0
ESCO1	1542	1641	2127	2565	2486	1590	2277	1994	1876
GPRIN1	1867	652	3309	452	1729	1070	1533	1501	1012
XKR4	0	0	0	0	0	0	0	0	0
TMEM132B	386	199	430	174	228	142	100	44	80
ELFN2	10	1	3	5	10	1	4	5	1
TSSK2	0	0	1	0	0	0	0	0	1
MIR671	0	0	0	0	0	0	0	0	0
MIR660	0	0	0	0	0	0	0	0	0
MIR659	3	6	6	0	6	3	1	0	2
MIR657	0	0	0	0	0	0	0	0	0
KRT16P2	0	0	0	0	0	0	0	0	0
LINC01347	0	0	0	0	0	0	0	0	0
STT3A-AS1	1	0	4	0	0	0	1	0	1
NFKBIL1	20	0	44	0	51	19	37	24	35
HNRNPDL	4441	5723	9440	7203	7664	4755	3739	4515	3140
ARID4B	2194	2695	3266	3416	2664	1651	2377	2223	1672
HNRNPD	4949	7203	12658	7088	6632	4912	4518	5147	3883
ZBTB25	181	128	352	92	140	123	159	190	175
TAF10	320	270	847	250	544	232	352	401	252
SBNO1	3463	2845	5858	3478	5115	3677	4902	4081	3844
ABCC8	1772	1138	2720	787	1685	903	564	726	484
TIMM9	238	208	602	377	772	324	643	764	646
ATP7B	197	121	360	78	153	70	231	218	211
CHCHD7	249	249	643	389	540	268	444	438	389
PHF1	76	8	108	15	83	48	74	79	67
XRN1	1558	1524	2450	1217	1727	1184	1528	1534	1331
GSEC	18	11	59	8	34	13	17	39	39
LRRC27	79	47	126	29	97	30	93	101	82
SLC1A4	1435	915	3114	1567	4893	2597	5532	5414	4807
DYNC2LI1	371	321	661	349	679	286	674	797	615
SPX	61	157	117	512	1180	500	1320	1578	1703
AXIN1	570	263	979	317	709	406	997	779	590
TAC3	0	0	1	0	0	0	0	0	0
RAB4A	382	277	788	224	384	235	415	390	301
CRB1	0	0	1	6	4	2	0	0	0
LOC101929427	0	0	0	0	0	0	0	0	0
KIRREL3-AS2	0	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	0	0	0	0
LOC101929473	2	0	0	0	0	1	0	0	0
LOC101929497	0	0	0	0	0	0	0	0	0
LINC02098	0	0	0	2	0	0	0	0	0
UBE2W	1668	930	1861	1087	1568	1187	1701	1317	1370
ATRIP	1	0	5	0	0	5	0	0	0
MIR6090	0	0	0	0	0	0	0	0	0
LOC101929517	0	0	0	0	0	0	2	0	0
LOC101929538	0	0	0	0	0	0	0	0	0
MIR1181	0	0	0	0	0	0	0	0	0
MIR1236	0	0	0	0	0	0	0	0	0
TIGD6	248	167	367	142	146	93	208	244	159
ACO2	2058	1253	3616	1089	3272	1572	2133	2286	1737
RPL37	2700	4164	18779	3720	14436	3500	5284	11902	9759
C11orf45	40	31	113	21	30	15	45	52	53
DAXX	14	7	29	6	27	9	23	28	24
CAMSAP2	3327	3577	5211	6217	7378	5195	5345	4618	4484
ZNF433	18	15	32	0	15	7	18	13	12
LOC399975	81	123	134	102	63	52	82	71	54
PPDPF	1219	307	2184	339	1480	702	867	670	605
SNORD116-27	0	0	0	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0	0	0	0
SNORD116-21	0	0	0	0	0	0	0	0	0
SNORD116-20	0	0	0	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0	0	0	0
SNORD116-7	0	0	0	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0	0	0	0
ANKRD18DP	0	0	0	0	0	0	0	0	0
EP400P1	99	49	168	43	171	99	92	119	77
PA2G4P4	26	57	55	51	31	22	20	66	43
HNRNPA1P33	0	4	16	5	14	0	0	17	1
CES1P1	0	0	0	0	0	0	0	0	0
SNORD3B-1	0	0	0	0	0	0	0	0	0
FDPSP2	1	7	31	21	25	0	0	15	3
TSIX	0	0	0	1	0	1	3	0	0
USP32P1	0	1	0	2	1	0	0	0	0
SYS1-DBNDD2	6	0	5	4	13	6	8	10	4
APLP2	15135	12971	24287	11128	15730	8603	14058	13570	10796
MARK4	892	463	1223	464	1061	564	963	764	564
CXorf57	1500	1455	2991	736	1255	1092	1182	1148	817
C20orf173	0	0	0	0	0	0	0	0	0
GPN1	697	491	1299	452	1000	506	832	969	656
ZBTB44	1514	1108	2190	943	1618	1162	1782	1584	1403
MIR8052	0	0	0	0	0	0	0	0	0
LINC02551	1	0	1	0	1	1	0	0	0
LOC103611081	352	350	508	222	403	229	410	408	320
RSPH4A	18	2	14	2	8	6	5	22	9
WWC1	1031	594	1696	422	848	614	1019	1056	713
RALGPS1	966	712	1634	465	769	566	785	942	738
RBBP5	955	770	1749	860	1398	908	1055	1107	854
TMEM238	22	3	38	0	9	3	12	7	0
STMND1	3	1	11	17	3	8	7	15	2
KLRF2	1	0	0	0	3	1	0	2	1
FURIN	1302	472	1345	679	2297	1220	2893	2236	2045
LOC101929653	0	0	0	0	0	0	0	0	0
NTM-AS1	0	0	0	0	0	0	0	0	0
NTM-IT	0	0	0	0	0	0	0	0	0
ANKRD50	1245	938	1995	1345	1969	1228	1472	1315	1361
PASK	656	330	1733	152	418	405	367	435	246
LOC646522	0	0	0	0	0	0	0	0	0
UMOD	1	0	0	0	0	0	0	2	0
ZNF721	1289	1594	2309	1882	2048	1202	1736	2032	1653
EPHA8	5	4	20	3	8	4	7	4	5
XYLT1	1043	701	1955	300	912	579	950	1018	899
LIN7B	40	21	97	22	79	33	64	62	39
LOC100128239	3	7	10	3	4	2	2	2	7
KCNMA1	828	817	1458	585	998	637	1028	1151	1051
ETNPPL	5	15	33	17	34	21	16	9	7
SNORD153	2	0	10	5	9	4	7	7	0
CLTC	20986	14079	38709	13541	35810	19971	24716	28806	24430
ACOT9	180	176	247	255	527	238	421	527	363
C6orf15	0	0	0	0	0	0	0	0	0
PSORS1C2	0	0	0	0	0	0	0	0	0
